slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,height,weight,per game FG,per game FGA,per game 3P,per game 3PA,per game 2P,per game 2PA,per game FT,per game FTA,per game ORB,per game DRB,per game TRB,per game AST,per game STL,per game BLK,per game TOV,per game PF,per game PTS,At Rim FG,At Rim FGA,At Rim FG%,At Rim Ast'd,At Rim %Ast'd,3 to <10 ft FG,3 to <10 ft FGA,3 to <10 ft FG%,3 to <10 ft Ast'd,3 to <10 ft %Ast'd,10 to <16 ft FG,10 to <16 ft FGA,10 to <16 ft FG%,10 to <16 ft Ast'd,10 to <16 ft %Ast'd,16 ft to <3-pt FG,16 ft to <3-pt FGA,16 ft to <3-pt FG%,16 ft to <3-pt Ast'd,16 ft to <3-pt %Ast'd,3-pt FG,3-pt FGA,3-pt FG%,3-pt Ast'd,3-pt %Ast'd
anderch01,Chris Andersen,CENTER,35,MIAMI HEAT,72,0,1396,177,275,3,12,120,169,129,250,19,32,97,53,162,2.1,6.1,1.2,0.7,21.7,2.2,0.615,0.6,12.1,3.8,18.5,1.2,0.044000000000000004,17.1,0.6829999999999999,13.2,13.8,1.1,6.0,0.205,82,245,2.5,3.8,0.0,0.2,2.4,3.7,1.7,2.3,1.8,3.5,5.3,0.3,0.4,1.3,0.7,2.3,6.6,195,265,.736,135,.692,4,24,.167,4,1.000,2,6,.333,1,.500,6,24,.250,5,.833,3,13,.231,3,1.000
anderal01,Alan Anderson,SMALL FORWARD,31,BROOKLYN NETS,78,26,1773,194,485,84,248,92,118,40,135,81,48,11,62,147,7.3,0.5,-2.8,-1.0,9.1,0.9,0.243,-1.8,2.7,0.8,9.5,1.4,0.511,5.9,0.525,10.4,15.9,-0.4,1.7,0.047,78,220,2.5,6.2,1.1,3.2,1.4,3.0,1.2,1.5,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,66,100,.660,29,.439,12,47,.255,4,.333,21,58,.362,6,.286,27,63,.429,15,.556,93,279,.333,82,.882
anderja01,James Anderson,SHOOTING GUARD,24,PHILADELPHIA 76ERS,80,62,2309,309,717,115,351,77,106,59,241,149,74,28,106,154,9.9,1.0,-2.6,-1.0,11.7,0.9,0.14800000000000002,-1.5,2.7,0.9,10.9,1.6,0.49,7.0,0.53,12.2,15.9,-0.3,1.9,0.039,78,213,3.9,9.0,1.4,4.4,2.4,4.6,1.0,1.3,0.7,3.0,3.8,1.9,0.9,0.4,1.3,1.9,10.1,146,221,.661,103,.705,24,70,.343,14,.583,11,35,.314,8,.727,13,40,.325,7,.538,115,351,.328,104,.904
anderry01,Ryan Anderson,POWER FORWARD,25,NEW ORLEANS PELICANS,22,14,795,155,354,67,164,59,62,66,76,17,10,7,20,47,3.6,0.7,1.4,-3.2,11.3,0.1,0.175,4.5,9.5,2.2,18.8,0.7,0.46299999999999997,10.4,0.5720000000000001,5.0,22.9,0.6,2.3,0.138,81,240,7.0,16.1,3.0,7.5,4.0,8.6,2.7,2.8,3.0,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,37,70,.529,13,.351,11,33,.333,5,.455,11,32,.344,6,.545,29,55,.527,13,.448,67,164,.409,66,.985
antetgi01,Giannis Antetokounmpo,SMALL FORWARD,19,MILWAUKEE BUCKS,77,23,1897,173,418,41,118,138,202,78,261,150,60,61,122,173,12.1,2.6,-2.5,-0.1,16.3,1.1,0.483,-2.4,4.6,0.1,10.8,1.7,0.282,10.2,0.518,19.4,15.0,-0.2,1.2,0.031,83,242,2.2,5.4,0.5,1.5,1.7,3.9,1.8,2.6,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,114,199,.573,73,.640,7,41,.171,3,.429,2,19,.105,0,.0,9,41,.220,6,.667,41,118,.347,29,.707
anthoca01,Carmelo Anthony,POWER FORWARD,29,NEW YORK KNICKS,77,77,2982,743,1643,167,415,459,541,145,477,242,95,51,198,224,15.8,1.5,5.0,-0.8,19.4,2.5,0.32899999999999996,5.8,5.6,8.1,24.4,1.7,0.253,12.3,0.561,9.5,32.4,5.3,10.7,0.172,80,240,9.6,21.3,2.2,5.4,7.5,15.9,6.0,7.0,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,185,314,.589,59,.319,41,128,.320,4,.098,145,327,.443,42,.290,205,459,.447,63,.307,167,415,.402,119,.713
anticpe01,Pero Antić,CENTER,31,ATLANTA HAWKS,50,26,925,123,294,56,171,50,66,57,152,58,19,12,55,126,9.8,1.0,-2.3,-0.7,18.9,0.9,0.22399999999999998,-1.6,7.2,0.5,11.7,1.0,0.5820000000000001,13.1,0.545,14.5,18.6,-0.1,1.4,0.075,83,260,2.5,5.9,1.1,3.4,1.3,2.5,1.0,1.3,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0,46,74,.622,25,.543,4,23,.174,1,.250,5,15,.333,2,.400,16,28,.571,11,.688,59,196,.301,58,.983
arizatr01,Trevor Ariza,SMALL FORWARD,28,WASHINGTON WIZARDS,77,77,2723,389,853,180,442,149,193,99,376,191,126,20,132,179,10.8,0.6,2.3,1.0,16.3,3.7,0.226,1.3,4.1,4.3,15.8,2.4,0.518,10.1,0.59,12.3,17.8,3.0,8.0,0.141,80,215,5.1,11.1,2.3,5.7,2.7,5.3,1.9,2.5,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,161,250,.644,94,.584,20,65,.308,9,.450,7,31,.226,3,.429,48,117,.410,32,.667,205,498,.412,197,.961
arthuda01,Darrell Arthur,SMALL FORWARD,25,DENVER NUGGETS,68,1,1161,162,410,24,64,53,62,52,158,61,39,47,58,185,8.0,3.0,-3.2,0.8,14.7,1.2,0.151,-4.0,4.8,-0.5,9.4,1.6,0.156,9.8,0.45899999999999996,11.7,18.1,-0.4,0.7,0.028999999999999998,81,235,2.4,6.0,0.4,0.9,2.0,5.1,0.8,0.9,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,31,60,.517,18,.581,7,31,.226,7,1.000,13,39,.333,10,.769,87,216,.403,81,.931,24,64,.375,24,1.000
asikom01,Ömer Aşık,CENTER,27,HOUSTON ROCKETS,48,19,968,101,190,0,0,78,126,101,277,25,14,37,59,92,3.8,2.8,-1.5,-0.3,30.1,1.5,0.6629999999999999,-1.2,12.3,1.0,14.0,0.7,0.0,21.7,0.57,19.4,13.8,0.1,2.4,0.121,84,255,2.1,4.0,0.0,0.0,2.1,4.0,1.6,2.6,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,5.8,104,179,.581,63,.606,9,34,.265,8,.889,3,5,.600,3,1.000,1,5,.200,0,.000,,,,,
augusdj01,D.J. Augustin,POINT GUARD,26,CHICAGO BULLS,61,9,1857,291,694,132,321,195,221,15,111,303,52,3,116,140,29.3,0.1,1.9,-0.3,6.7,2.4,0.318,2.2,0.9,4.0,16.8,1.5,0.46299999999999997,3.9,0.574,12.8,22.5,1.8,6.4,0.166,71,183,4.8,11.4,2.2,5.3,2.6,6.1,3.2,3.6,0.2,1.8,2.1,5.0,0.9,0.0,1.9,2.3,14.9,94,181,.519,32,.340,19,79,.241,3,.158,19,57,.333,2,.105,47,115,.409,13,.277,140,358,.391,89,.636
pendeje02,Jeff Ayres,POWER FORWARD,26,SAN ANTONIO SPURS,73,10,952,101,174,0,0,38,55,89,169,60,13,25,63,146,8.6,1.9,-2.1,1.0,19.2,1.4,0.316,-3.0,11.0,1.0,11.1,0.7,0.0,15.3,0.605,24.1,12.4,0.0,2.4,0.121,81,240,1.4,2.4,0.0,0.0,1.4,2.4,0.5,0.8,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2.0,3.3,82,114,.719,65,.793,12,33,.364,9,.750,8,19,.421,7,.875,5,21,.238,4,.800,,,,,
bareajo01,J.J. Barea,POINT GUARD,29,MINNESOTA TIMBERWOLVES,79,1,1471,254,656,73,231,79,100,16,138,303,26,0,125,129,32.7,0.0,-2.7,-1.8,10.5,0.9,0.152,-0.9,1.2,-0.1,11.6,0.9,0.35200000000000004,5.7,0.47100000000000003,15.2,23.9,-0.3,0.7,0.024,70,185,3.2,8.3,0.9,2.9,2.3,5.4,1.0,1.3,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,96,190,.505,19,.198,30,98,.306,1,.033,21,50,.420,0,.000,34,87,.391,8,.235,73,231,.316,33,.452
bargnan01,Andrea Bargnani,CENTER,28,NEW YORK KNICKS,42,39,1257,222,502,30,108,84,102,69,153,45,14,52,58,100,6.1,3.7,-2.3,-1.6,14.7,0.7,0.203,-0.7,6.3,0.8,14.5,0.6,0.215,10.4,0.51,9.6,22.4,-0.1,1.5,0.057999999999999996,84,245,5.3,12.0,0.7,2.6,4.6,9.4,2.0,2.4,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,64,104,.615,39,.609,36,83,.434,29,.806,27,74,.365,23,.852,65,133,.489,55,.846,30,108,.278,29,.967
barneha02,Harrison Barnes,SMALL FORWARD,21,GOLDEN STATE WARRIORS,78,24,2204,271,679,66,190,130,181,66,245,116,65,20,84,158,7.6,0.7,-1.6,0.5,11.9,2.8,0.267,-2.2,3.3,0.4,9.8,1.5,0.28,7.7,0.486,10.0,16.8,0.2,3.2,0.07,80,225,3.5,8.7,0.8,2.4,2.6,6.3,1.7,2.3,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5,94,160,.588,59,.628,61,159,.384,20,.328,26,100,.260,6,.231,35,96,.365,23,.657,74,211,.351,72,.973
barnema02,Matt Barnes,SMALL FORWARD,33,LOS ANGELES CLIPPERS,63,40,1735,231,527,97,283,66,90,60,232,125,56,28,85,185,10.6,1.2,-0.2,0.2,14.4,2.0,0.171,-0.4,4.0,1.5,12.0,1.6,0.537,9.3,0.552,13.0,16.6,0.8,3.5,0.09699999999999999,79,226,3.7,8.4,1.5,4.5,2.1,3.9,1.0,1.4,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9,109,162,.673,83,.761,33,75,.440,22,.667,2,6,.333,1,.500,16,48,.333,16,1.000,116,343,.338,112,.966
bassbr01,Brandon Bass,POWER FORWARD,28,BOSTON CELTICS,82,73,2266,352,725,2,6,205,239,161,309,87,36,71,102,190,6.4,2.4,-1.1,-0.6,15.9,1.9,0.33,-0.6,7.8,3.2,15.0,0.8,0.008,11.8,0.5489999999999999,10.9,18.2,0.5,5.1,0.107,80,250,4.3,8.8,0.0,0.1,4.3,8.8,2.5,2.9,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,152,252,.603,94,.618,36,124,.290,8,.222,95,169,.562,56,.589,67,174,.385,53,.791,2,6,.333,1,.500
battish01,Shane Battier,SMALL FORWARD,35,MIAMI HEAT,73,56,1468,105,275,73,210,15,23,34,104,63,50,39,21,124,6.0,2.3,0.0,0.6,8.6,1.4,0.084,-0.6,3.0,1.0,8.7,1.8,0.764,5.9,0.523,6.9,10.0,0.7,2.4,0.078,80,220,1.4,3.8,1.0,2.9,0.4,0.9,0.2,0.3,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,20,31,.645,12,.600,11,26,.423,8,.727,4,10,.400,1,.250,0,4,.000,0,,82,230,.357,79,.963
batumni01,Nicolas Batum,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,82,82,2956,381,819,145,402,163,203,116,495,420,75,57,208,156,20.9,1.3,3.4,1.2,17.8,3.1,0.248,2.2,4.3,4.8,15.8,1.3,0.491,11.1,0.589,18.6,16.5,4.0,7.9,0.128,81,200,4.6,10.0,1.8,4.9,2.9,5.1,2.0,2.5,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,162,215,.753,90,.556,21,54,.389,11,.524,37,80,.463,8,.216,62,150,.413,32,.516,166,462,.359,149,.898
bayleje01,Jerryd Bayless,POINT GUARD,25,BOSTON CELTICS,41,14,1036,158,378,51,129,49,61,14,72,128,40,4,60,89,20.4,0.3,-1.7,-0.4,8.1,0.7,0.161,-1.2,1.5,0.7,12.5,2.0,0.341,4.7,0.514,12.9,19.9,0.1,1.4,0.064,75,200,3.9,9.2,1.2,3.1,2.6,6.1,1.2,1.5,0.3,1.8,2.1,3.1,1.0,0.1,1.5,2.2,10.1,45,87,.517,25,.556,20,55,.364,6,.300,24,51,.471,7,.292,83,211,.393,26,.313,76,213,.357,69,.908
bazemke01,Kent Bazemore,SHOOTING GUARD,24,LOS ANGELES LAKERS,23,15,643,111,246,33,89,47,73,5,72,71,31,7,51,60,17.7,0.8,-2.5,-0.8,12.0,0.4,0.297,-1.7,0.8,0.0,13.3,2.3,0.36200000000000004,6.4,0.5429999999999999,15.5,22.3,-0.1,0.4,0.028999999999999998,76,195,4.8,10.7,1.4,3.9,3.4,6.8,2.0,3.2,0.2,3.1,3.3,3.1,1.3,0.3,2.2,2.6,13.1,60,93,.645,26,.433,15,49,.306,1,.067,7,18,.389,2,.286,22,55,.400,10,.455,43,128,.336,29,.674
bealbr01,Bradley Beal,SHOOTING GUARD,20,WASHINGTON WIZARDS,73,73,2530,481,1149,138,343,149,189,54,219,243,71,18,128,153,16.0,0.6,-0.4,-0.7,10.2,2.4,0.16399999999999998,0.3,2.4,1.6,14.3,1.4,0.299,6.3,0.507,9.4,24.3,1.0,4.0,0.076,75,207,6.6,15.7,1.9,4.7,4.7,11.0,2.0,2.6,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,126,206,.612,68,.540,35,88,.398,22,.629,59,160,.369,27,.458,176,476,.370,78,.443,160,396,.404,146,.912
beaslmi01,Michael Beasley,SMALL FORWARD,25,MIAMI HEAT,55,2,831,177,355,21,54,61,79,31,141,42,23,21,57,93,8.8,2.2,-2.0,-0.9,20.5,1.1,0.223,-1.1,4.9,0.5,16.8,1.5,0.152,13.0,0.5589999999999999,12.8,25.7,0.0,1.6,0.092,81,235,3.2,6.5,0.4,1.0,2.8,5.5,1.1,1.4,0.6,2.6,3.1,0.8,0.4,0.4,1.0,1.7,7.9,77,115,.670,43,.558,39,75,.520,14,.359,18,47,.383,7,.389,27,74,.365,23,.852,21,54,.389,21,1.000
belinma01,Marco Belinelli,SMALL FORWARD,27,SAN ANTONIO SPURS,80,25,2016,337,695,126,293,111,131,18,208,179,50,7,95,130,13.2,0.3,1.3,0.3,11.2,2.4,0.188,1.0,1.0,3.5,15.0,1.3,0.42200000000000004,6.3,0.605,11.2,19.0,1.7,5.9,0.14,77,210,4.2,8.7,1.6,3.7,2.6,5.0,1.4,1.6,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,103,146,.705,77,.748,27,74,.365,16,.593,30,62,.484,19,.633,79,181,.436,64,.810,142,331,.429,129,.908
bennean01,Anthony Bennett,POWER FORWARD,20,CLEVELAND CAVALIERS,52,0,663,80,225,13,53,44,69,49,106,17,21,8,47,93,4.0,1.0,-7.4,-1.3,18.4,0.7,0.307,-6.0,8.1,-1.1,6.9,1.6,0.23600000000000002,13.1,0.425,15.5,20.3,-0.9,-0.4,-0.027999999999999997,80,245,1.5,4.3,0.3,1.0,1.3,3.3,0.8,1.3,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,4.2,40,66,.606,22,.550,5,25,.200,2,.400,4,16,.250,2,.500,18,65,.277,15,.833,13,53,.245,13,1.000
beverpa01,Patrick Beverley,POINT GUARD,25,HOUSTON ROCKETS,56,55,1751,199,481,92,255,83,102,72,124,151,77,23,66,174,12.8,1.0,0.6,0.9,7.4,1.6,0.212,-0.3,4.9,2.7,12.4,2.2,0.53,6.2,0.545,11.2,14.8,1.2,4.2,0.11599999999999999,73,185,3.6,8.6,1.6,4.6,1.9,4.0,1.5,1.8,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,58,107,.542,20,.345,46,100,.460,4,.087,8,21,.381,1,.125,7,26,.269,3,.429,99,277,.357,94,.949
biyombi01,Bismack Biyombo,CENTER,21,CHARLOTTE BOBCATS,77,9,1072,88,144,0,0,46,89,105,261,8,7,86,40,124,1.1,6.3,-1.2,1.7,27.6,2.1,0.618,-2.9,11.0,1.1,13.3,0.3,0.0,19.3,0.606,17.9,9.6,0.2,3.2,0.14400000000000002,80,255,1.1,1.9,0.0,0.0,1.1,1.9,0.6,1.2,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,72,98,.735,49,.681,14,37,.378,12,.857,5,12,.417,5,1.000,0,2,.000,0,,,,,,
blairde01,DeJuan Blair,POWER FORWARD,24,DALLAS MAVERICKS,78,13,1214,210,393,0,2,77,121,139,229,70,60,21,77,192,8.9,1.4,-1.1,0.1,21.6,1.5,0.308,-1.2,13.3,1.8,17.3,2.5,0.005,17.5,0.557,14.7,19.6,0.3,3.4,0.133,79,270,2.7,5.0,0.0,0.0,2.7,5.0,1.0,1.6,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,130,201,.647,90,.692,75,160,.469,60,.800,19,52,.365,17,.895,2,5,.400,1,.500,0,2,.000,0,
blakest01,Steve Blake,POINT GUARD,33,LOS ANGELES LAKERS,27,27,891,88,233,52,131,28,35,8,95,205,34,2,71,49,33.0,0.2,-1.2,-0.5,11.4,0.3,0.15,-0.7,1.0,0.4,12.1,1.9,0.562,6.2,0.515,22.2,15.7,0.2,0.8,0.040999999999999995,75,172,3.3,8.6,1.9,4.9,1.3,3.8,1.0,1.3,0.3,3.5,3.8,7.6,1.3,0.1,2.6,1.8,9.5,17,28,.607,2,.118,4,14,.286,0,.000,8,26,.308,2,.250,26,77,.338,9,.346,82,220,.373,71,.866
blatcan01,Andray Blatche,POWER FORWARD,27,BROOKLYN NETS,73,7,1618,321,674,15,54,164,221,120,270,112,75,38,110,166,12.8,2.0,0.0,-0.1,19.9,2.1,0.32799999999999996,0.1,8.9,1.6,18.8,2.4,0.08,14.4,0.532,12.5,25.6,0.8,3.7,0.109,83,235,4.4,9.2,0.2,0.7,4.2,8.5,2.2,3.0,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,197,300,.657,111,.563,46,120,.383,13,.283,26,74,.351,8,.308,63,182,.346,46,.730,15,56,.268,14,.933
bledser01,Eric Bledsoe,POINT GUARD,24,PHOENIX SUNS,43,40,1416,265,556,50,140,183,237,27,175,235,69,14,143,99,27.0,0.8,3.1,0.7,13.8,1.6,0.426,2.3,2.1,2.6,19.6,2.4,0.252,8.0,0.578,17.8,24.9,1.8,4.1,0.14,73,205,6.2,12.9,1.2,3.3,5.0,9.7,4.3,5.5,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,125,188,.665,23,.184,29,76,.382,1,.034,21,50,.420,2,.095,40,102,.392,1,.025,50,140,.357,22,.440
bogutan01,Andrew Bogut,CENTER,29,GOLDEN STATE WARRIORS,67,67,1769,235,375,0,0,22,64,182,489,112,47,121,97,210,9.3,5.2,3.0,3.2,29.7,4.0,0.171,-0.2,11.4,2.4,17.0,1.3,0.0,20.7,0.61,19.4,12.4,2.2,6.5,0.17600000000000002,84,260,3.5,5.6,0.0,0.0,3.5,5.6,0.3,1.0,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,182,261,.697,129,.709,42,95,.442,31,.738,7,12,.583,6,.857,4,7,.571,2,.500,,,,,
bonnema01,Matt Bonner,POWER FORWARD,33,SAN ANTONIO SPURS,61,0,690,73,164,42,98,9,12,16,114,31,15,11,16,49,6.1,1.2,1.0,1.1,17.9,1.0,0.073,0.0,2.7,0.8,11.2,1.1,0.598,10.6,0.5820000000000001,8.6,12.1,0.5,1.8,0.12300000000000001,82,235,1.2,2.7,0.7,1.6,0.5,1.1,0.1,0.2,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,6,8,.750,5,.833,16,37,.432,10,.625,4,12,.333,1,.250,11,18,.611,11,1.000,46,110,.418,45,.978
