slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,height,weight,per game FG,per game FGA,per game 3P,per game 3PA,per game 2P,per game 2PA,per game FT,per game FTA,per game ORB,per game DRB,per game TRB,per game AST,per game STL,per game BLK,per game TOV,per game PF,per game PTS,At Rim FG,At Rim FGA,At Rim FG%,At Rim Ast'd,At Rim %Ast'd,3 to <10 ft FG,3 to <10 ft FGA,3 to <10 ft FG%,3 to <10 ft Ast'd,3 to <10 ft %Ast'd,10 to <16 ft FG,10 to <16 ft FGA,10 to <16 ft FG%,10 to <16 ft Ast'd,10 to <16 ft %Ast'd,16 ft to <3-pt FG,16 ft to <3-pt FGA,16 ft to <3-pt FG%,16 ft to <3-pt Ast'd,16 ft to <3-pt %Ast'd,3-pt FG,3-pt FGA,3-pt FG%,3-pt Ast'd,3-pt %Ast'd
booketr01,Trevor Booker,POWER FORWARD,26,WASHINGTON WIZARDS,72,45,1553,222,403,0,2,47,76,149,230,64,41,45,58,131,6.3,2.4,-0.1,0.4,17.5,2.0,0.18899999999999997,-0.5,10.9,2.3,15.0,1.4,0.005,14.1,0.563,11.7,14.4,0.7,4.3,0.132,80,228,3.1,5.6,0.0,0.0,3.1,5.6,0.7,1.1,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,128,180,.711,80,.625,51,120,.425,25,.490,21,47,.447,11,.524,35,81,.432,32,.914,0,4,.000,0,
boozeca01,Carlos Boozer,POWER FORWARD,32,CHICAGO BULLS,76,76,2141,447,980,0,2,148,193,137,495,118,53,22,154,216,10.9,0.8,-2.1,0.2,25.9,4.3,0.19699999999999998,-2.3,7.4,-0.9,14.4,1.3,0.002,16.8,0.489,12.6,26.3,-0.1,3.4,0.076,81,258,5.9,12.9,0.0,0.0,5.9,12.9,1.9,2.5,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,208,342,.608,140,.673,59,162,.364,33,.559,91,241,.378,69,.758,109,280,.389,90,.826,0,2,.000,0,
boshch01,Chris Bosh,CENTER,29,MIAMI HEAT,79,79,2531,492,953,74,218,223,272,98,424,87,80,78,125,192,5.8,2.7,0.8,-0.4,20.3,3.4,0.285,1.3,5.1,4.6,19.0,1.7,0.22899999999999998,13.0,0.597,10.4,22.6,1.8,8.0,0.152,83,235,6.2,12.1,0.9,2.8,5.3,9.3,2.8,3.4,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,235,331,.710,165,.702,55,112,.491,40,.727,61,129,.473,42,.689,153,318,.481,130,.850,104,292,.356,101,.971
bradlav01,Avery Bradley,SHOOTING GUARD,23,BOSTON CELTICS,60,58,1855,361,825,79,200,90,112,48,178,85,63,11,96,145,8.1,0.5,-1.9,-0.8,11.2,1.4,0.136,-1.1,2.9,0.4,12.7,1.7,0.242,6.9,0.51,9.9,23.2,0.1,1.8,0.046,75,180,6.0,13.8,1.3,3.3,4.7,10.4,1.5,1.9,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9,92,154,.597,47,.511,19,67,.284,6,.316,17,53,.321,8,.471,154,351,.439,92,.597,79,200,.395,74,.937
brandel01,Elton Brand,CENTER,34,ATLANTA HAWKS,73,15,1414,179,332,0,2,61,94,97,264,74,40,88,60,192,8.1,4.9,-0.8,1.6,21.5,2.1,0.28300000000000003,-2.4,8.0,1.4,14.0,1.4,0.006,14.8,0.561,13.8,13.9,0.4,3.6,0.121,80,275,2.5,4.5,0.0,0.0,2.5,4.5,0.8,1.3,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7,59,84,.702,42,.712,34,71,.479,26,.765,68,134,.507,63,.926,20,53,.377,20,1.000,0,2,.000,0,
breweco01,Corey Brewer,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,81,81,2609,388,807,59,211,163,227,63,144,135,151,30,105,210,7.9,0.9,-0.2,1.5,6.2,2.7,0.281,-1.7,2.6,2.4,12.7,2.9,0.261,4.3,0.55,10.4,16.5,1.2,5.2,0.095,81,186,4.8,10.0,0.7,2.6,4.1,7.4,2.0,2.8,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,256,377,.679,185,.723,38,104,.365,12,.316,13,42,.310,8,.615,22,73,.301,17,.773,59,211,.280,56,.949
brookaa01,Aaron Brooks,POINT GUARD,29,DENVER NUGGETS,29,12,841,129,318,42,116,46,51,20,58,150,27,7,66,70,27.7,0.6,-1.5,-1.2,7.5,0.4,0.16,-0.3,2.6,0.6,12.9,1.6,0.365,5.0,0.508,16.2,20.5,0.1,1.0,0.057999999999999996,72,161,4.4,11.0,1.4,4.0,3.0,7.0,1.6,1.8,0.7,2.0,2.7,5.2,0.9,0.2,2.3,2.4,11.9,59,118,.500,9,.153,43,122,.352,6,.140,17,49,.347,2,.118,18,44,.409,2,.111,96,248,.387,67,.698
budinch01,Chase Budinger,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,41,8,751,100,254,42,120,32,39,19,84,31,19,2,24,58,6.2,0.2,-2.5,-0.8,12.5,0.6,0.154,-1.7,2.7,0.3,9.7,1.2,0.47200000000000003,7.5,0.505,8.1,16.7,-0.1,0.9,0.059000000000000004,79,209,2.4,6.2,1.0,2.9,1.4,3.3,0.8,1.0,0.5,2.0,2.5,0.8,0.5,0.0,0.6,1.4,6.7,37,52,.712,26,.703,7,22,.318,4,.571,5,15,.333,2,.400,9,45,.200,9,1.000,42,120,.350,41,.976
burketr01,Trey Burke,POINT GUARD,21,UTAH JAZZ,70,68,2262,341,897,111,336,102,113,37,171,396,42,6,131,145,29.4,0.2,-2.6,-2.6,9.0,0.0,0.126,0.0,1.8,1.0,12.6,1.0,0.375,5.3,0.473,12.2,21.8,-0.4,0.9,0.02,72,175,4.9,12.8,1.6,4.8,3.3,8.0,1.5,1.6,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1,12.8,67,131,.511,23,.343,38,111,.342,7,.184,27,85,.318,3,.111,98,234,.419,29,.296,111,336,.330,94,.847
burksal01,Alec Burks,SHOOTING GUARD,22,UTAH JAZZ,78,12,2193,380,831,50,143,279,373,59,198,212,69,14,149,190,16.9,0.5,-0.8,-1.0,10.7,0.6,0.449,0.2,3.0,2.6,15.8,1.7,0.172,6.8,0.547,13.0,23.9,0.7,3.2,0.07,78,214,4.9,10.7,0.6,1.8,4.2,8.8,3.6,4.8,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14.0,183,284,.644,67,.366,58,164,.354,17,.293,21,50,.420,2,.095,68,190,.358,22,.324,50,143,.350,41,.820
butleca01,Caron Butler,SMALL FORWARD,33,MILWAUKEE BUCKS,34,13,821,137,354,53,147,47,56,16,142,56,23,11,52,64,11.9,1.1,-2.9,-1.7,20.5,0.5,0.158,-1.2,2.2,-0.2,12.4,1.5,0.415,11.0,0.494,12.1,23.7,-0.2,0.2,0.013999999999999999,79,228,4.0,10.4,1.6,4.3,2.5,6.1,1.4,1.6,0.5,4.2,4.6,1.6,0.7,0.3,1.5,1.9,11.0,25,50,.500,12,.480,8,26,.308,4,.500,29,78,.372,15,.517,67,187,.358,41,.612,119,307,.388,112,.941
butleji01,Jimmy Butler,SHOOTING GUARD,24,CHICAGO BULLS,67,67,2591,275,693,68,240,260,338,87,243,175,127,36,102,106,11.1,1.1,1.1,2.0,10.5,4.6,0.488,-0.9,3.9,2.4,13.5,2.6,0.34600000000000003,7.2,0.522,10.8,16.8,2.0,7.1,0.131,79,230,4.1,10.3,1.0,3.6,3.1,6.8,3.9,5.0,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6,13.1,133,221,.602,78,.586,11,51,.216,7,.636,25,63,.397,15,.600,54,155,.348,33,.611,74,260,.285,72,.973
bynumwi01,Will Bynum,POINT GUARD,31,DETROIT PISTONS,56,3,1054,184,430,20,62,97,121,24,75,216,39,7,103,121,32.5,0.5,-2.1,-1.5,8.2,0.4,0.281,-0.6,2.4,0.6,14.4,1.9,0.14400000000000002,5.1,0.502,17.6,23.8,0.0,1.0,0.047,72,185,3.3,7.7,0.4,1.1,2.9,6.6,1.7,2.2,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,8.7,89,145,.614,16,.180,31,99,.313,3,.097,8,26,.308,0,.000,36,97,.371,5,.139,20,62,.323,10,.500
calatni01,Nick Calathes,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,71,7,1173,142,311,19,61,44,72,23,114,207,66,8,101,117,26.5,0.6,-0.9,1.6,11.5,1.6,0.23199999999999998,-2.5,2.3,-0.1,12.3,3.0,0.196,6.9,0.506,22.8,17.5,0.3,1.5,0.062,78,213,2.0,4.4,0.3,0.9,1.7,3.5,0.6,1.0,0.3,1.6,1.9,2.9,0.9,0.1,1.4,1.6,4.9,69,105,.657,34,.493,27,68,.397,5,.185,14,42,.333,3,.214,13,35,.371,4,.308,19,61,.311,16,.842
caldejo01,José Calderón,POINT GUARD,32,DALLAS MAVERICKS,81,81,2468,341,748,191,425,52,63,29,163,377,69,11,103,136,22.4,0.4,1.9,-0.7,7.6,0.8,0.084,2.5,1.4,5.4,15.2,1.4,0.568,4.5,0.596,11.7,16.2,2.4,6.3,0.122,75,200,4.2,9.2,2.4,5.2,1.9,4.0,0.6,0.8,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,11.4,49,77,.636,17,.347,5,20,.250,1,.200,21,46,.457,1,.048,94,222,.423,29,.309,202,448,.451,169,.837
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,20,DETROIT PISTONS,80,41,1583,182,460,59,185,47,61,38,118,55,75,12,28,145,5.0,0.6,-2.6,0.5,8.6,0.8,0.133,-3.0,2.5,1.0,9.4,2.4,0.402,5.4,0.483,5.4,13.9,-0.2,1.8,0.055,77,205,2.3,5.8,0.7,2.3,1.5,3.4,0.6,0.8,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9,74,123,.602,50,.676,12,36,.333,8,.667,12,30,.400,4,.333,25,86,.291,16,.640,59,185,.319,57,.966
carrode01,DeMarre Carroll,SMALL FORWARD,27,ATLANTA HAWKS,73,73,2341,302,642,97,268,109,141,107,296,134,108,21,79,188,8.9,0.7,0.7,0.7,14.5,2.6,0.22,-0.1,5.3,3.2,13.9,2.3,0.41700000000000004,10.0,0.575,10.1,15.2,1.6,5.8,0.11900000000000001,78,215,4.1,8.8,1.3,3.7,2.8,5.1,1.5,1.9,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6,11.1,149,215,.693,107,.718,36,98,.367,23,.639,8,22,.364,3,.375,26,66,.394,19,.731,106,290,.366,100,.943
cartevi01,Vince Carter,SHOOTING GUARD,37,DALLAS MAVERICKS,81,0,1973,330,811,146,371,161,196,67,217,212,61,35,108,209,16.5,1.5,1.2,-0.5,12.6,1.3,0.242,1.8,4.0,3.0,15.9,1.6,0.457,8.3,0.539,10.7,23.1,1.6,4.3,0.105,78,220,4.1,10.0,1.8,4.6,2.3,5.4,2.0,2.4,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,82,160,.512,16,.195,47,114,.412,3,.064,22,71,.310,5,.227,49,132,.371,19,.388,161,402,.400,124,.770
cartemi01,Michael Carter-Williams,POINT GUARD,22,PHILADELPHIA 76ERS,70,70,2414,427,1054,55,208,258,367,101,336,441,130,43,247,213,30.2,1.4,-0.5,-0.2,15.6,2.1,0.348,-0.2,4.3,-0.8,15.5,2.6,0.19699999999999998,9.8,0.48,16.9,25.7,0.9,1.3,0.026000000000000002,77,190,6.1,15.1,0.8,3.0,5.3,12.1,3.7,5.2,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,198,358,.553,65,.328,90,261,.345,14,.156,32,88,.364,2,.062,52,139,.374,14,.269,55,208,.264,36,.655
casspom01,Omri Casspi,POWER FORWARD,25,HOUSTON ROCKETS,71,2,1283,173,410,61,176,83,122,55,205,88,44,14,72,100,10.5,0.8,-0.3,0.0,16.8,1.4,0.298,-0.4,5.1,1.0,12.9,1.7,0.429,11.3,0.528,13.4,18.3,0.5,2.4,0.091,81,225,2.4,5.8,0.9,2.5,1.6,3.3,1.2,1.7,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,6.9,63,91,.692,46,.730,38,98,.388,28,.737,5,20,.250,3,.600,6,24,.250,1,.167,61,176,.347,55,.902
chalmma01,Mario Chalmers,POINT GUARD,27,MIAMI HEAT,73,73,2178,254,560,87,226,121,163,41,173,357,119,16,162,210,24.3,0.6,0.2,0.5,9.6,2.5,0.29100000000000004,-0.3,2.5,2.4,14.0,2.9,0.40399999999999997,6.2,0.5670000000000001,20.4,17.4,1.2,4.8,0.106,74,190,3.5,7.7,1.2,3.1,2.3,4.6,1.7,2.2,0.6,2.4,2.9,4.9,1.6,0.2,2.2,2.9,9.8,143,234,.611,36,.252,42,122,.344,7,.167,4,23,.174,2,.500,10,23,.435,1,.100,102,269,.379,91,.892
chandty01,Tyson Chandler,CENTER,31,NEW YORK KNICKS,55,55,1662,191,322,0,1,98,155,159,370,59,36,63,71,145,5.5,3.4,0.2,-0.1,27.0,1.9,0.48100000000000004,0.3,10.9,3.1,16.4,1.2,0.003,18.7,0.615,15.4,12.9,0.9,4.9,0.14300000000000002,84,240,3.5,5.9,0.0,0.0,3.5,5.8,1.8,2.8,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,166,241,.689,132,.795,9,40,.225,5,.556,4,13,.308,2,.500,12,27,.444,8,.667,0,1,.000,0,
chandwi01,Wilson Chandler,SMALL FORWARD,26,DENVER NUGGETS,62,55,1927,307,738,122,351,110,152,58,236,114,46,31,79,193,9.3,1.2,-0.8,-0.6,13.3,1.2,0.20600000000000002,-0.1,3.2,1.8,12.4,1.2,0.47600000000000003,8.2,0.526,8.9,19.5,0.6,3.1,0.076,80,235,5.0,11.9,2.0,5.7,3.0,6.2,1.8,2.5,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,101,157,.643,55,.545,35,95,.368,11,.314,16,46,.348,5,.312,33,89,.371,21,.636,122,351,.348,118,.967
clarkea01,Earl Clark,POWER FORWARD,26,CLEVELAND CAVALIERS,45,17,698,90,240,40,116,14,24,20,107,16,16,19,30,61,3.6,2.3,-2.6,-0.1,17.6,0.7,0.1,-2.5,3.1,-0.5,8.6,1.2,0.483,10.2,0.467,10.7,17.9,-0.1,0.2,0.013999999999999999,82,225,2.0,5.3,0.9,2.6,1.1,2.8,0.3,0.5,0.4,2.4,2.8,0.4,0.4,0.4,0.7,1.4,5.2,22,42,.524,14,.636,10,23,.435,2,.200,6,20,.300,4,.667,18,54,.333,16,.889,41,122,.336,41,1.000
coleno01,Norris Cole,POINT GUARD,25,MIAMI HEAT,82,6,2014,207,500,60,174,53,68,17,143,248,77,5,127,156,17.9,0.2,-3.1,-0.4,8.6,1.7,0.136,-2.8,1.1,-0.5,8.8,2.0,0.348,5.0,0.49700000000000005,19.3,15.6,-0.6,1.2,0.028999999999999998,74,175,2.5,6.1,0.7,2.1,1.8,4.0,0.6,0.8,0.2,1.7,2.0,3.0,0.9,0.1,1.5,1.9,6.4,96,183,.525,29,.302,19,56,.339,5,.263,7,25,.280,0,.000,42,100,.420,13,.310,75,214,.350,74,.987
collida01,Darren Collison,POINT GUARD,26,LOS ANGELES CLIPPERS,80,35,2069,324,694,71,189,192,224,47,141,297,93,15,132,150,21.9,0.6,1.5,0.4,7.3,2.0,0.32299999999999995,1.1,2.6,3.8,16.2,2.2,0.272,5.0,0.575,14.3,19.7,1.8,5.9,0.136,72,175,4.1,8.7,0.9,2.4,3.2,6.3,2.4,2.8,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4,140,220,.636,57,.407,22,73,.301,6,.273,50,112,.446,17,.340,75,178,.421,21,.280,72,201,.358,65,.903
collini01,Nick Collison,POWER FORWARD,33,OKLAHOMA CITY THUNDER,81,0,1353,134,241,4,17,66,93,116,177,104,30,28,71,187,10.9,1.7,-0.9,0.5,14.1,1.6,0.386,-1.3,10.2,2.0,11.8,1.1,0.071,12.2,0.599,20.1,11.6,0.4,3.6,0.128,82,255,1.7,3.0,0.0,0.2,1.6,2.8,0.8,1.1,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2,98,153,.641,66,.673,17,33,.515,13,.765,4,7,.571,1,.250,21,56,.375,17,.810,6,21,.286,6,1.000
conlemi01,Mike Conley,POINT GUARD,26,MEMPHIS GRIZZLIES,73,73,2446,463,1030,105,291,225,276,41,172,441,110,13,150,141,30.1,0.4,3.8,0.3,8.4,2.7,0.268,3.4,2.0,5.5,20.0,2.4,0.28300000000000003,5.2,0.545,11.5,24.6,3.6,8.2,0.161,73,175,6.3,14.1,1.4,4.0,4.9,10.1,3.1,3.8,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9,17.2,190,308,.617,51,.268,82,213,.385,12,.146,36,80,.450,6,.167,91,214,.425,29,.319,108,318,.340,73,.676
couside01,DeMarcus Cousins,CENTER,23,SACRAMENTO KINGS,71,71,2298,591,1191,0,7,432,595,218,613,207,109,91,251,270,17.8,3.2,5.2,1.6,30.5,3.8,0.5,3.6,10.6,4.1,26.1,2.4,0.006,20.4,0.555,14.7,32.7,4.2,7.9,0.166,82,270,8.3,16.8,0.0,0.1,8.3,16.7,6.1,8.4,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,288,428,.673,159,.552,150,386,.389,52,.347,41,105,.390,16,.390,112,265,.423,88,.786,0,7,.000,0,
crawfja01,Jamal Crawford,SHOOTING GUARD,33,LOS ANGELES CLIPPERS,69,24,2094,421,1011,161,446,279,322,34,124,223,59,12,135,120,17.4,0.4,1.6,-1.4,6.4,1.5,0.318,3.0,1.9,3.8,17.3,1.4,0.441,4.2,0.556,10.5,27.2,1.9,5.3,0.122,77,185,6.1,14.7,2.3,6.5,3.8,8.2,4.0,4.7,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7,18.6,82,131,.626,43,.524,55,137,.401,13,.236,44,125,.352,14,.318,120,264,.455,39,.325,188,525,.358,139,.739
crawfjo02,Jordan Crawford,POINT GUARD,25,BOSTON CELTICS,39,35,1198,188,455,50,157,110,126,18,102,224,34,3,84,76,31.0,0.2,0.5,-1.0,10.0,0.7,0.27699999999999997,1.5,1.7,1.7,15.7,1.5,0.345,5.7,0.525,14.1,22.0,0.8,2.4,0.096,76,195,4.8,11.7,1.3,4.0,3.5,7.6,2.8,3.2,0.5,2.6,3.1,5.7,0.9,0.1,2.2,1.9,13.7,65,114,.570,17,.262,68,153,.444,9,.132,64,125,.512,6,.094,50,137,.365,9,.180,92,292,.315,54,.587
crowdja01,Jae Crowder,SMALL FORWARD,23,DALLAS MAVERICKS,78,8,1254,130,296,50,151,46,61,46,148,60,59,21,41,100,6.7,1.4,0.2,0.8,13.5,1.1,0.20600000000000002,-0.7,4.3,1.2,11.9,2.4,0.51,8.9,0.551,11.3,13.2,0.7,2.3,0.08900000000000001,78,235,1.7,3.8,0.6,1.9,1.0,1.9,0.6,0.8,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6,57,78,.731,36,.632,8,22,.364,3,.375,6,16,.375,2,.333,14,40,.350,7,.500,53,158,.335,50,.943
cunnida01,Dante Cunningham,POWER FORWARD,26,MINNESOTA TIMBERWOLVES,81,7,1635,236,509,0,5,38,67,112,218,83,62,58,42,146,7.7,2.7,-0.8,0.9,14.9,2.0,0.132,-1.7,7.3,0.9,12.6,1.9,0.01,11.0,0.474,7.2,15.1,0.5,2.9,0.085,80,230,2.9,6.3,0.0,0.1,2.9,6.2,0.5,0.8,1.4,2.7,4.1,1.0,0.8,0.7,0.5,1.8,6.3,81,115,.704,52,.642,16,38,.421,12,.750,24,55,.436,22,.917,116,296,.392,114,.983,0,6,.000,0,
curryst01,Stephen Curry,POINT GUARD,25,GOLDEN STATE WARRIORS,78,78,2846,652,1383,261,615,308,348,46,288,666,128,14,294,194,39.9,0.4,7.4,1.1,10.9,4.0,0.252,6.3,1.8,9.3,24.1,2.2,0.445,6.4,0.61,16.1,28.3,6.7,13.4,0.225,75,190,8.4,17.7,3.3,7.9,5.0,9.8,3.9,4.5,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0,134,214,.626,36,.269,57,143,.399,6,.105,63,115,.548,11,.175,166,355,.468,28,.169,283,672,.421,129,.456
dalemsa01,Samuel Dalembert,CENTER,32,DALLAS MAVERICKS,80,68,1614,214,377,0,1,101,137,200,341,38,41,94,90,210,3.4,4.8,-0.8,0.1,24.2,2.1,0.363,-0.9,14.4,2.9,16.8,1.3,0.003,19.4,0.605,17.1,14.8,0.5,4.9,0.147,83,255,2.7,4.7,0.0,0.0,2.7,4.7,1.3,1.7,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6,177,278,.637,133,.751,28,67,.418,16,.571,8,30,.267,7,.875,12,25,.480,12,1.000,0,1,.000,0,
daviebr01,Brandon Davies,POWER FORWARD,22,PHILADELPHIA 76ERS,51,0,575,54,128,2,10,34,53,38,71,28,24,8,35,92,7.1,1.1,-6.3,-0.6,13.9,0.4,0.414,-5.7,6.9,-0.3,7.5,2.0,0.078,10.2,0.47600000000000003,18.8,13.7,-0.6,0.1,0.008,82,240,1.1,2.5,0.0,0.2,1.0,2.3,0.7,1.0,0.7,1.4,2.1,0.5,0.5,0.2,0.7,1.8,2.8,34,59,.576,29,.853,11,29,.379,2,.182,3,12,.250,3,1.000,4,18,.222,4,1.000,2,10,.200,2,1.000
davisan02,Anthony Davis,POWER FORWARD,20,NEW ORLEANS PELICANS,67,66,2358,522,1005,2,9,348,440,207,466,105,89,189,109,200,8.0,6.7,4.8,0.8,23.3,3.2,0.43799999999999994,4.0,10.0,7.2,26.5,2.0,0.009000000000000001,16.6,0.5820000000000001,8.3,25.2,4.0,10.4,0.212,82,253,7.8,15.0,0.0,0.1,7.8,14.9,5.2,6.6,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,280,398,.704,178,.636,85,208,.409,44,.518,78,181,.431,58,.744,77,209,.368,67,.870,2,9,.222,2,1.000
davised01,Ed Davis,POWER FORWARD,24,MEMPHIS GRIZZLIES,63,4,956,155,290,0,0,47,89,92,168,27,17,43,40,114,4.5,3.7,-1.2,0.1,20.9,1.4,0.307,-1.3,11.4,1.2,15.9,0.9,0.0,16.1,0.542,10.8,17.8,0.2,2.6,0.129,81,225,2.5,4.6,0.0,0.0,2.5,4.6,0.7,1.4,1.5,2.7,4.1,0.4,0.3,0.7,0.6,1.8,5.7,105,156,.673,68,.648,25,77,.325,20,.800,24,54,.444,19,.792,4,13,.308,3,.750,,,,,
davisgl01,Glen Davis,POWER FORWARD,28,ORLANDO MAGIC,45,43,1354,232,512,4,10,77,114,87,195,70,46,22,59,111,8.8,1.3,-2.1,-0.4,16.4,1.3,0.223,-1.8,7.2,0.2,13.7,1.7,0.02,11.8,0.485,9.5,20.9,0.0,1.5,0.053,81,289,5.2,11.4,0.1,0.2,5.1,11.2,1.7,2.5,1.9,4.3,6.3,1.6,1.0,0.5,1.3,2.5,12.1,114,183,.623,74,.649,43,119,.361,17,.395,41,99,.414,26,.634,94,222,.423,88,.936,4,11,.364,3,.750
dellama01,Matthew Dellavedova,SHOOTING GUARD,23,CLEVELAND CAVALIERS,72,4,1271,122,296,57,155,38,48,29,94,187,33,5,60,121,22.1,0.3,-1.8,-0.2,8.5,0.7,0.162,-1.6,2.5,1.4,10.7,1.3,0.524,5.4,0.534,15.9,13.2,0.1,2.1,0.078,75,200,1.7,4.1,0.8,2.2,0.9,2.0,0.5,0.7,0.4,1.3,1.7,2.6,0.5,0.1,0.8,1.7,4.7,18,27,.667,7,.389,21,52,.404,11,.524,11,31,.355,4,.364,15,32,.469,9,.600,57,154,.370,53,.930
denglu01,Luol Deng,SMALL FORWARD,28,CLEVELAND CAVALIERS,40,40,1353,211,506,40,127,111,144,59,144,98,38,5,55,58,12.0,0.3,-0.9,-0.8,12.2,0.9,0.285,0.0,4.8,1.3,14.0,1.4,0.251,8.4,0.503,8.8,20.6,0.4,2.2,0.077,81,237,5.3,12.7,1.0,3.2,4.3,9.5,2.8,3.6,1.5,3.6,5.1,2.5,1.0,0.1,1.4,1.5,14.3,147,228,.645,89,.605,53,148,.358,20,.377,28,85,.329,13,.464,86,210,.410,60,.698,57,189,.302,53,.930
derozde01,DeMar DeRozan,SHOOTING GUARD,24,TORONTO RAPTORS,79,79,3017,604,1407,64,210,519,630,51,292,313,86,28,176,197,18.9,0.7,1.7,-0.3,11.3,3.0,0.44799999999999995,1.9,2.0,5.8,18.4,1.5,0.149,6.6,0.532,9.5,28.0,2.8,8.8,0.141,78,220,7.6,17.8,0.8,2.7,6.8,15.2,6.6,8.0,0.6,3.7,4.3,4.0,1.1,0.4,2.2,2.5,22.7,166,234,.709,82,.494,92,240,.383,31,.337,102,268,.381,37,.363,219,554,.395,114,.521,70,228,.307,56,.800
diawbo01,Boris Diaw,POWER FORWARD,31,SAN ANTONIO SPURS,79,24,1974,302,580,45,112,68,92,74,252,222,44,32,121,140,16.3,1.2,1.3,0.9,13.8,2.6,0.159,0.4,4.4,2.3,14.1,1.1,0.193,9.3,0.578,16.3,17.0,1.6,4.9,0.12,80,250,3.8,7.3,0.6,1.4,3.3,5.9,0.9,1.2,0.9,3.2,4.1,2.8,0.6,0.4,1.5,1.8,9.1,164,237,.692,102,.622,99,195,.508,33,.333,21,51,.412,10,.476,35,100,.350,35,1.000,63,157,.401,63,1.000
dienggo01,Gorgui Dieng,CENTER,24,MINNESOTA TIMBERWOLVES,60,15,818,113,227,1,1,59,93,103,197,39,30,50,54,108,7.2,4.6,-1.1,0.9,26.9,1.5,0.41,-2.0,13.4,0.7,16.5,1.8,0.004,20.0,0.534,16.8,16.8,0.2,2.2,0.129,82,252,1.9,3.8,0.0,0.0,1.9,3.8,1.0,1.6,1.7,3.3,5.0,0.7,0.5,0.8,0.9,1.8,4.8,73,118,.619,48,.658,18,62,.290,14,.778,13,25,.520,9,.692,8,21,.381,8,1.000,1,1,1.000,1,1.000
douglch01,Chris Douglas-Roberts,SMALL FORWARD,27,CHARLOTTE BOBCATS,49,8,1016,111,252,51,132,66,82,16,103,51,29,16,36,61,7.9,1.2,-0.5,0.5,11.5,1.2,0.325,-1.1,1.8,1.1,12.2,1.5,0.524,6.6,0.588,11.1,14.7,0.4,2.4,0.113,79,200,2.3,5.1,1.0,2.7,1.2,2.4,1.3,1.7,0.3,2.1,2.4,1.0,0.6,0.3,0.7,1.2,6.9,51,78,.654,29,.569,10,28,.357,5,.500,1,11,.091,1,1.000,5,11,.455,2,.400,55,140,.393,53,.964
