slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,rimFG,rimFGA,rimFG%,rimAst'd,rim%Ast'd,3pt%Ast'd
bogdabo02,Bojan Bogdanović,SMALL FORWARD,29,INDIANA PACERS,81,81,2573,522,1051,164,386,246,305,33,300,161,69,1,134,138,9.5,0.0,0.7,-0.6,12.7,2.8,0.29,1.3,1.5,3.9,16.1,1.3,0.36700000000000005,7.2,0.613,10.2,22.4,1.7,6.8,0.126,228,337,.677,156,.684,.918
bookede01,Devin Booker,SHOOTING GUARD,22,PHOENIX SUNS,64,64,2242,586,1255,135,414,393,454,39,226,433,56,13,264,200,34.1,0.5,1.0,-2.3,11.3,0.3,0.36200000000000004,3.3,1.9,3.3,20.2,1.2,0.33,6.5,0.584,15.4,32.9,1.7,3.5,0.076,189,287,.659,71,.376,.578
bradlav01,Avery Bradley,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,49,49,1463,161,420,58,172,20,25,35,96,96,27,16,61,133,8.8,0.9,-4.6,-0.9,6.7,0.6,0.06,-3.7,2.6,-1.0,5.5,0.9,0.41,4.7,0.46399999999999997,12.4,14.2,-1.0,-0.3,-0.011000000000000001,48,98,.490,31,.646,.860
bridgmi01,Mikal Bridges,SMALL FORWARD,22,PHOENIX SUNS,82,56,2417,242,563,105,313,95,118,56,208,173,129,38,70,201,9.8,1.3,-1.6,0.4,9.7,1.2,0.21,-2.0,2.5,1.7,10.8,2.5,0.556,6.0,0.556,10.2,12.2,0.3,2.9,0.057999999999999996,101,156,.647,69,.683,.962
bridgmi02,Miles Bridges,SMALL FORWARD,20,CHARLOTTE HORNETS,80,25,1696,237,511,65,200,58,77,67,256,95,55,49,50,111,8.1,2.5,-0.8,0.1,16.6,1.5,0.151,-0.9,4.2,1.4,13.1,1.6,0.391,10.3,0.5479999999999999,8.4,15.1,0.5,2.9,0.083,141,210,.671,109,.773,.954
brogdma01,Malcolm Brogdon,SHOOTING GUARD,26,MILWAUKEE BUCKS,64,64,1832,378,748,104,244,141,152,65,223,205,46,13,91,102,16.2,0.6,2.2,0.1,11.7,2.3,0.203,2.0,3.8,4.2,17.8,1.2,0.326,8.0,0.614,10.0,20.7,1.9,6.5,0.171,253,398,.636,114,.451,.856
brownbr01,Bruce Brown,SHOOTING GUARD,22,DETROIT PISTONS,74,56,1449,125,314,24,93,45,60,48,137,91,40,36,46,178,8.8,2.1,-3.3,1.0,10.7,1.6,0.191,-4.4,3.5,-0.1,6.9,1.4,0.29600000000000004,7.0,0.469,11.9,11.5,-0.5,1.5,0.048,75,132,.568,48,.640,.960
brownja02,Jaylen Brown,SHOOTING GUARD,22,BOSTON CELTICS,74,25,1913,368,792,95,276,133,202,65,248,100,69,32,99,186,7.7,1.5,-2.1,-0.4,13.9,2.4,0.255,-1.6,3.6,0.7,13.5,1.7,0.348,8.7,0.547,10.1,22.1,0.0,3.0,0.076,181,271,.668,114,.630,.963
brownst02,Sterling Brown,SHOOTING GUARD,23,MILWAUKEE BUCKS,58,7,1034,145,312,53,147,29,42,29,155,84,25,8,46,88,10.7,0.7,-1.5,0.3,14.4,1.4,0.135,-1.8,3.0,0.7,10.9,1.1,0.47100000000000003,9.0,0.563,12.2,15.2,0.1,2.1,0.098,81,128,.633,55,.679,.967
brunsja01,Jalen Brunson,POINT GUARD,22,DALLAS MAVERICKS,73,38,1591,264,565,63,181,87,120,25,144,230,37,4,88,127,22.6,0.2,-1.7,-0.5,9.6,1.0,0.212,-1.2,1.7,1.5,12.8,1.1,0.32,5.7,0.5489999999999999,12.5,19.1,0.1,2.6,0.077,87,123,.707,28,.322,.762
bryanth01,Thomas Bryant,CENTER,21,WASHINGTON WIZARDS,72,53,1496,309,502,33,99,107,137,113,341,92,25,67,60,126,9.3,3.8,2.0,-0.3,25.1,1.3,0.273,2.3,8.1,4.3,21.0,0.8,0.19699999999999998,16.5,0.674,9.6,17.6,1.5,5.6,0.17800000000000002,210,256,.820,161,.767,.970
bullore01,Reggie Bullock,SHOOTING GUARD,27,DETROIT PISTONS,44,44,1355,182,441,114,294,56,64,20,103,109,24,5,54,79,12.0,0.3,-0.6,-0.5,8.6,1.0,0.145,-0.1,1.6,1.4,11.0,0.9,0.667,5.0,0.569,10.3,16.7,0.5,2.4,0.084,40,66,.606,31,.775,.953
butleji01,Jimmy Butler,SMALL FORWARD,29,PHILADELPHIA 76ERS,55,55,1824,344,747,50,148,264,304,105,185,220,99,29,81,93,18.0,1.2,3.1,0.7,10.4,2.1,0.40700000000000003,2.4,6.3,4.4,19.8,2.6,0.198,8.4,0.569,8.4,22.1,2.4,6.6,0.172,231,327,.706,133,.576,.684
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,25,LOS ANGELES LAKERS,82,23,2035,325,756,151,435,137,158,48,190,110,73,13,65,137,7.5,0.5,-0.5,-0.1,9.4,1.8,0.209,-0.3,2.5,2.3,12.9,1.7,0.575,6.0,0.568,7.3,18.1,0.8,4.0,0.095,92,136,.676,64,.696,.940
capelca01,Clint Capela,CENTER,24,HOUSTON ROCKETS,67,67,2249,474,732,0,0,166,261,298,550,96,44,102,94,168,7.1,3.9,3.0,-0.3,27.6,3.0,0.35700000000000004,3.3,14.4,7.8,23.8,1.0,0.0,20.8,0.6579999999999999,10.0,18.2,2.8,10.8,0.23,452,607,.745,370,.819,0
carrode01,DeMarre Carroll,POWER FORWARD,32,BROOKLYN NETS,67,8,1703,227,575,106,310,184,242,68,281,85,31,10,73,114,7.2,0.5,-1.5,-0.6,17.3,1.6,0.42100000000000004,-0.9,4.2,1.5,12.1,0.9,0.539,10.8,0.546,9.7,18.6,0.2,3.1,0.08800000000000001,73,121,.603,43,.589,.956
cartevi01,Vince Carter,POWER FORWARD,42,ATLANTA HAWKS,76,9,1330,196,468,123,316,47,66,31,163,87,44,27,48,141,9.3,1.8,-0.7,-0.3,13.2,0.7,0.141,-0.4,2.4,1.2,11.8,1.5,0.675,7.7,0.565,8.8,16.7,0.5,1.9,0.07,43,69,.623,29,.674,.911
cartewe01,Wendell Carter Jr.,CENTER,19,CHICAGO BULLS,44,44,1110,180,371,6,32,89,112,87,220,78,26,58,65,152,10.7,4.5,-1.6,0.6,21.8,1.2,0.302,-2.2,8.4,0.7,15.2,1.1,0.086,15.0,0.541,13.4,19.1,0.1,1.9,0.08,100,150,.667,77,.770,1.000
caulewi01,Willie Cauley-Stein,CENTER,25,SACRAMENTO KINGS,81,81,2213,412,741,1,2,140,254,181,497,194,96,51,84,227,12.3,2.0,1.2,1.1,23.7,2.9,0.34299999999999997,0.2,8.2,3.8,18.0,2.0,0.003,15.8,0.5660000000000001,9.0,17.5,1.8,6.7,0.146,314,440,.714,259,.825,1.000
clarkjo01,Jordan Clarkson,SHOOTING GUARD,26,CLEVELAND CAVALIERS,81,0,2214,529,1180,144,445,162,192,82,188,196,57,13,135,112,15.6,0.5,-0.5,-2.6,9.9,-0.1,0.163,2.1,3.9,1.9,16.8,1.3,0.377,6.8,0.539,9.6,27.6,0.8,1.8,0.039,158,240,.658,54,.342,.785
collijo01,John Collins,POWER FORWARD,21,ATLANTA HAWKS,61,59,1829,465,831,55,158,203,266,219,376,121,22,39,120,199,11.0,1.8,0.9,-1.9,22.1,1.0,0.32,2.8,12.3,5.0,21.8,0.6,0.19,17.1,0.627,11.2,23.7,1.3,6.0,0.158,331,451,.734,245,.740,1.000
colliza01,Zach Collins,CENTER,21,PORTLAND TRAIL BLAZERS,77,0,1356,189,400,40,121,94,126,109,215,71,25,66,77,174,7.1,3.9,-1.2,0.3,16.5,1.5,0.315,-1.5,8.8,1.4,13.5,0.9,0.303,12.7,0.562,14.5,16.6,0.3,2.9,0.10400000000000001,139,213,.653,96,.691,.936
collida01,Darren Collison,POINT GUARD,31,INDIANA PACERS,76,76,2143,308,659,79,194,158,190,36,196,459,110,9,125,138,29.9,0.4,1.8,1.0,9.9,2.9,0.28800000000000003,0.8,1.9,3.9,16.7,2.5,0.294,6.0,0.574,14.4,17.7,2.1,6.8,0.153,104,176,.591,44,.423,.699
conlemi01,Mike Conley,POINT GUARD,31,MEMPHIS GRIZZLIES,70,70,2342,490,1120,155,426,343,406,40,199,449,94,22,130,123,33.4,0.9,4.7,0.1,9.7,2.3,0.363,4.6,1.9,5.7,21.4,2.0,0.38,5.7,0.569,9.1,27.3,3.9,8.0,0.16399999999999998,118,213,.554,43,.364,.594
connapa01,Pat Connaughton,SHOOTING GUARD,26,MILWAUKEE BUCKS,61,2,1261,163,350,66,200,29,40,61,197,122,33,25,33,81,12.6,1.7,1.2,0.8,15.0,1.9,0.114,0.3,5.2,2.0,13.6,1.2,0.5710000000000001,10.4,0.573,8.2,13.3,1.0,3.9,0.149,97,130,.746,72,.742,.951
cookqu01,Quinn Cook,POINT GUARD,25,GOLDEN STATE WARRIORS,74,10,1059,204,439,81,200,20,26,22,135,116,20,3,50,92,15.2,0.2,-2.1,-1.6,13.0,0.8,0.059000000000000004,-0.5,2.3,1.0,13.1,0.9,0.456,7.9,0.565,10.0,20.2,0.0,1.8,0.08199999999999999,48,77,.623,23,.479,.804
crabbal01,Allen Crabbe,SHOOTING GUARD,26,BROOKLYN NETS,43,20,1133,137,373,98,259,41,56,16,132,46,23,13,46,102,5.8,0.9,-2.8,-0.4,12.2,1.0,0.15,-2.4,1.5,-0.2,7.7,1.0,0.6940000000000001,6.9,0.519,10.4,16.4,-0.2,0.8,0.035,19,30,.633,16,.842,.990
craigto01,Torrey Craig,SMALL FORWARD,28,DENVER NUGGETS,75,37,1503,160,362,61,188,49,70,89,174,72,37,46,44,175,6.3,2.7,-1.9,0.2,12.6,1.7,0.193,-2.0,6.4,1.4,10.4,1.2,0.519,9.5,0.547,10.1,12.4,0.0,3.0,0.096,97,140,.693,71,.732,.949
crawfja01,Jamal Crawford,SHOOTING GUARD,38,PHOENIX SUNS,64,0,1211,174,438,67,202,93,110,8,77,229,33,12,99,75,27.7,0.8,-3.9,-2.8,7.2,0.0,0.251,-1.1,0.7,0.1,11.7,1.3,0.461,3.9,0.522,16.9,20.8,-0.6,0.2,0.006,10,19,.526,3,.300,.507
crowdja01,Jae Crowder,SMALL FORWARD,28,UTAH JAZZ,80,11,2166,318,797,173,522,142,197,60,324,133,64,31,85,170,8.9,1.1,0.3,0.6,15.9,3.1,0.247,-0.3,3.1,1.3,12.1,1.4,0.655,9.6,0.5379999999999999,8.8,19.1,1.2,4.4,0.09699999999999999,115,169,.680,95,.826,.945
curryse01,Seth Curry,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,74,2,1399,212,465,113,251,44,52,27,93,66,36,12,61,97,6.5,0.7,-1.0,-0.7,6.9,0.9,0.11199999999999999,-0.4,2.1,1.5,11.4,1.2,0.54,4.6,0.595,11.1,16.6,0.3,2.4,0.08199999999999999,35,60,.583,13,.371,.836
curryst01,Stephen Curry,POINT GUARD,30,GOLDEN STATE WARRIORS,69,69,2331,632,1340,354,810,263,287,45,324,361,92,25,192,166,24.2,0.9,6.6,-0.5,14.2,2.5,0.214,7.1,2.2,7.2,24.4,1.9,0.604,8.4,0.6409999999999999,11.6,30.4,5.1,9.7,0.19899999999999998,164,251,.653,73,.445,.666
davisan02,Anthony Davis,CENTER,25,NEW ORLEANS PELICANS,56,56,1850,530,1026,48,145,344,433,174,498,218,88,135,112,132,19.0,6.0,9.4,2.3,27.5,3.1,0.42200000000000004,7.1,9.9,6.4,30.3,2.2,0.141,18.8,0.597,8.4,29.5,5.3,9.5,0.247,290,378,.767,193,.666,1.000
davised01,Ed Davis,CENTER,29,BROOKLYN NETS,81,1,1446,186,302,0,2,100,162,216,478,61,35,33,64,226,6.0,1.8,0.0,0.7,34.6,2.5,0.536,-0.6,15.8,3.3,17.3,1.2,0.006999999999999999,25.2,0.632,14.6,12.7,0.7,5.7,0.191,172,249,.691,99,.576,
dedmode01,Dewayne Dedmon,CENTER,29,ATLANTA HAWKS,64,52,1609,259,526,83,217,92,113,105,375,90,69,71,84,214,8.1,3.8,0.5,0.8,25.0,1.9,0.215,-0.3,6.7,2.1,16.0,2.0,0.413,15.7,0.602,12.7,16.7,1.0,4.0,0.11900000000000001,129,184,.701,104,.806,.976
derozde01,DeMar DeRozan,SHOOTING GUARD,29,SAN ANTONIO SPURS,77,77,2688,631,1313,7,45,366,441,54,408,475,86,36,199,177,27.6,1.1,1.1,0.1,16.4,2.6,0.336,1.0,2.2,3.6,19.6,1.6,0.034,9.4,0.542,11.7,27.9,2.2,6.3,0.11199999999999999,219,304,.720,71,.324,1.000
dienggo01,Gorgui Dieng,CENTER,29,MINNESOTA TIMBERWOLVES,76,2,1031,189,377,19,56,88,106,81,230,72,48,41,57,134,10.3,3.4,0.6,0.9,24.1,1.3,0.281,-0.3,8.3,1.5,18.1,2.2,0.149,16.1,0.5720000000000001,11.9,19.6,0.7,2.8,0.132,73,105,.695,50,.685,.947
dinwisp01,Spencer Dinwiddie,POINT GUARD,25,BROOKLYN NETS,68,4,1914,366,828,124,370,287,356,26,140,311,40,17,152,187,25.6,0.7,0.6,-0.8,7.6,1.4,0.43,1.4,1.4,3.5,16.3,1.0,0.447,4.6,0.58,13.4,24.9,1.3,4.8,0.121,167,256,.652,33,.198,.549
doncilu01,Luka Dončić,SHOOTING GUARD,19,DALLAS MAVERICKS,72,72,2318,506,1186,168,514,346,485,86,477,429,77,25,247,137,31.6,0.9,3.9,0.3,21.9,2.8,0.409,3.6,4.0,2.1,19.6,1.6,0.433,13.0,0.545,15.0,30.5,3.4,4.9,0.10099999999999999,158,248,.637,43,.272,.423
dotsoda01,Damyean Dotson,SHOOTING GUARD,24,NEW YORK KNICKS,73,40,2004,290,698,126,342,73,98,34,228,135,58,10,71,135,10.4,0.4,-2.6,-0.9,12.2,0.9,0.14,-1.7,1.7,0.7,10.8,1.4,0.49,6.8,0.526,8.7,17.3,-0.3,1.5,0.037000000000000005,68,115,.591,34,.500,.881
drumman01,Andre Drummond,CENTER,25,DETROIT PISTONS,79,79,2647,561,1052,5,38,243,412,423,809,112,136,138,175,272,7.2,4.4,2.1,0.8,34.7,5.9,0.392,1.3,16.8,4.1,23.4,2.5,0.036000000000000004,25.4,0.555,12.4,22.9,2.7,10.0,0.18100000000000002,442,690,.641,237,.536,.800
dudleja01,Jared Dudley,POWER FORWARD,33,BROOKLYN NETS,59,25,1220,101,239,53,151,32,46,34,121,83,36,16,43,131,9.2,1.0,-1.8,1.1,10.4,1.2,0.192,-2.9,2.9,0.6,7.8,1.4,0.632,6.7,0.5539999999999999,14.2,10.4,0.1,1.8,0.07,31,50,.620,27,.871,1.000
dunnkr01,Kris Dunn,POINT GUARD,24,CHICAGO BULLS,46,44,1389,215,506,34,96,55,69,19,168,277,68,21,104,166,30.0,1.3,-2.7,0.2,13.3,1.2,0.136,-2.8,1.5,-0.5,12.4,2.4,0.19,7.3,0.484,16.2,20.1,-0.2,0.6,0.022000000000000002,76,130,.585,16,.211,.647
duranke01,Kevin Durant,SMALL FORWARD,30,GOLDEN STATE WARRIORS,78,78,2702,721,1383,137,388,448,506,33,464,457,58,84,225,155,26.2,2.6,5.5,0.1,17.5,2.9,0.366,5.4,1.4,8.6,24.2,1.0,0.281,9.8,0.631,12.3,29.0,5.1,11.5,0.204,228,297,.768,144,.632,.587
embiijo01,Joel Embiid,CENTER,24,PHILADELPHIA 76ERS,64,64,2154,580,1199,79,263,522,649,160,711,234,46,122,226,211,18.4,4.4,4.9,0.9,34.0,3.8,0.541,4.0,8.1,4.9,26.1,1.0,0.21899999999999997,21.4,0.593,13.2,33.3,3.8,8.7,0.19399999999999998,338,471,.718,193,.571,.934
evansty01,Tyreke Evans,SHOOTING GUARD,29,INDIANA PACERS,69,18,1402,257,660,77,216,115,160,33,168,166,58,18,118,117,17.5,1.1,-2.7,-0.3,13.0,2.0,0.242,-2.4,2.7,-1.7,11.5,2.0,0.327,7.9,0.483,13.9,26.4,-0.2,0.3,0.01,134,275,.487,41,.306,.670
favorde01,Derrick Favors,CENTER,27,UTAH JAZZ,76,70,1766,363,619,17,78,154,228,207,353,89,56,106,84,163,8.0,4.8,3.3,1.5,21.3,3.5,0.368,1.8,12.9,4.4,21.8,1.5,0.126,17.2,0.624,10.5,19.4,2.4,7.9,0.215,290,390,.744,207,.714,1.000
fergute01,Terrance Ferguson,SHOOTING GUARD,20,OKLAHOMA CITY THUNDER,74,74,1931,185,431,106,290,37,51,33,108,72,40,16,47,231,4.8,0.7,-3.8,0.1,6.0,1.6,0.11800000000000001,-3.9,1.7,1.2,6.4,1.0,0.6729999999999999,3.8,0.5660000000000001,9.4,10.6,-0.9,2.8,0.07,68,93,.731,61,.897,1.000
ferreyo01,Yogi Ferrell,POINT GUARD,25,SACRAMENTO KINGS,71,3,1067,153,352,54,149,60,67,13,96,137,36,4,40,64,17.0,0.3,-1.4,-0.4,9.5,0.6,0.19,-1.0,1.2,1.3,12.7,1.6,0.423,5.3,0.55,9.5,16.3,0.2,1.9,0.087,40,69,.580,13,.325,.648
finnedo01,Dorian Finney-Smith,SMALL FORWARD,25,DALLAS MAVERICKS,81,26,1985,228,528,79,254,73,103,138,251,95,69,36,74,186,6.9,1.5,-1.4,0.4,13.4,2.0,0.195,-1.8,7.5,1.2,11.0,1.7,0.48100000000000004,10.5,0.53,11.4,14.0,0.3,3.3,0.079,123,192,.641,70,.569,.962
forbebr01,Bryn Forbes,SHOOTING GUARD,25,SAN ANTONIO SPURS,82,81,2293,361,791,176,413,69,78,18,221,175,45,4,80,159,10.6,0.1,-1.2,-0.9,10.4,1.3,0.099,-0.3,0.9,2.5,12.0,1.0,0.522,5.7,0.586,8.8,17.4,0.5,3.8,0.079,54,88,.614,25,.463,.853
fournev01,Evan Fournier,SHOOTING GUARD,26,ORLANDO MAGIC,81,81,2553,468,1069,153,450,137,170,38,220,295,71,12,154,225,17.6,0.4,-2.4,-0.6,9.4,2.5,0.159,-1.8,1.6,0.8,12.3,1.4,0.42100000000000004,5.4,0.536,11.9,22.1,-0.3,3.2,0.061,151,228,.662,80,.530,.851
foxde01,De'Aaron Fox,POINT GUARD,21,SACRAMENTO KINGS,81,81,2546,505,1102,86,232,303,417,43,261,590,133,45,227,204,33.2,1.5,1.5,0.2,10.8,2.5,0.37799999999999995,1.3,1.7,3.2,18.1,2.4,0.21100000000000002,6.2,0.544,15.0,24.5,2.3,5.6,0.106,211,307,.687,43,.204,.523
gallida01,Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,68,68,2059,409,884,161,372,367,406,54,363,178,49,23,99,129,13.2,0.9,4.3,-0.5,18.1,1.8,0.45899999999999996,4.9,2.9,6.4,21.0,1.1,0.42100000000000004,10.7,0.633,8.5,23.8,3.3,8.2,0.191,144,231,.623,80,.556,.845
gallola01,Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,80,4,1745,228,587,135,380,81,96,49,122,85,37,8,24,135,7.3,0.4,-1.5,-0.6,7.9,1.3,0.16399999999999998,-0.9,3.0,2.1,10.7,1.0,0.647,5.4,0.534,3.7,16.1,0.2,3.4,0.094,30,61,.492,26,.867,.986
gasolma01,Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,53,53,1788,303,683,76,221,152,201,56,399,248,60,63,119,147,22.6,3.3,3.2,2.1,25.5,2.8,0.294,1.1,3.5,1.0,16.9,1.7,0.324,14.3,0.541,13.4,22.3,2.3,3.9,0.10400000000000001,99,148,.669,80,.808,.985
gayru01,Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,69,51,1842,376,746,74,184,120,147,63,407,182,54,34,114,159,14.7,1.6,1.4,0.6,23.9,2.2,0.19699999999999998,0.8,3.8,2.2,17.5,1.4,0.247,13.9,0.583,12.3,22.1,1.6,4.4,0.115,98,155,.632,48,.490,.890
georgpa01,Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,77,77,2841,707,1614,292,757,453,540,105,523,318,170,34,205,214,17.7,1.0,7.2,1.6,19.6,4.9,0.335,5.6,3.7,7.0,23.3,2.8,0.469,11.4,0.583,10.0,29.5,6.6,11.9,0.201,228,361,.632,90,.395,.681
gibsota01,Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,70,57,1686,304,537,11,34,134,177,172,286,84,53,39,73,186,7.3,2.0,-0.1,-0.4,18.3,1.4,0.33,0.3,10.8,3.7,17.8,1.5,0.063,14.5,0.612,10.6,17.2,0.8,5.1,0.14400000000000002,203,294,.690,130,.640,1.000
gilgesh01,Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,82,73,2174,341,716,51,139,156,195,57,175,270,96,45,141,175,17.8,1.6,-0.5,0.4,8.3,1.9,0.272,-0.9,2.9,1.5,13.4,2.1,0.19399999999999998,5.7,0.5539999999999999,15.0,18.3,0.8,3.3,0.07400000000000001,151,240,.629,55,.364,.917
goberru01,Rudy Gobert,CENTER,26,UTAH JAZZ,81,80,2577,476,712,0,0,332,522,309,732,161,66,187,130,231,9.6,5.8,5.4,2.5,30.2,5.7,0.733,3.0,13.2,8.7,24.6,1.2,0.0,21.9,0.682,12.1,17.8,4.8,14.4,0.268,450,604,.745,325,.722,0
gordoaa01,Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,78,78,2633,470,1046,121,347,185,253,129,445,289,57,56,162,172,16.6,1.8,0.6,0.3,18.4,3.3,0.242,0.3,5.2,1.8,15.1,1.1,0.332,11.7,0.5379999999999999,12.3,21.8,1.7,5.1,0.09300000000000001,240,364,.659,134,.558,.837
gordoer01,Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,68,53,2158,384,938,216,600,119,152,17,131,129,41,27,90,143,9.4,1.1,-1.3,-1.8,6.9,1.0,0.162,0.5,0.9,1.7,12.2,0.9,0.64,3.8,0.5489999999999999,8.2,22.0,0.4,2.6,0.059000000000000004,140,219,.639,64,.457,.882
grantje01,Jerami Grant,POWER FORWARD,24,OKLAHOMA CITY THUNDER,80,77,2612,409,823,115,293,157,221,96,321,79,61,100,67,214,4.2,3.2,0.2,0.6,13.1,3.3,0.26899999999999996,-0.4,3.7,4.0,13.8,1.1,0.35600000000000004,8.2,0.5920000000000001,6.8,15.4,1.5,7.3,0.134,245,362,.677,196,.800,.992
greenda02,Danny Green,SHOOTING GUARD,31,TORONTO RAPTORS,80,80,2216,293,630,198,435,37,44,60,257,126,73,53,75,171,7.7,2.0,2.0,0.8,12.2,2.9,0.07,1.1,3.0,3.0,13.0,1.6,0.69,7.7,0.632,10.4,14.1,2.2,5.9,0.128,55,90,.611,33,.600,.924
greendr01,Draymond Green,POWER FORWARD,28,GOLDEN STATE WARRIORS,66,66,2065,188,422,47,165,63,91,60,421,454,95,70,169,197,26.8,2.8,1.4,2.7,20.8,3.2,0.21600000000000003,-1.3,3.2,1.1,12.9,2.2,0.391,12.4,0.526,26.8,13.1,1.8,4.3,0.1,178,245,.727,121,.680,.933
greenge01,Gerald Green,SHOOTING GUARD,33,HOUSTON ROCKETS,73,0,1473,231,578,156,441,57,68,30,152,40,33,27,55,126,4.1,1.6,-1.7,-1.5,11.7,1.0,0.11800000000000001,-0.2,2.2,0.9,11.4,1.1,0.763,6.8,0.555,8.3,19.5,0.1,1.9,0.061,42,58,.724,34,.810,.904
greenje02,Jeff Green,POWER FORWARD,32,WASHINGTON WIZARDS,77,44,2097,326,687,111,320,183,206,57,252,137,43,39,101,160,9.2,1.6,-1.4,-1.4,13.3,0.8,0.3,0.0,2.9,2.8,13.6,1.0,0.466,8.0,0.608,11.5,17.8,0.3,3.6,0.083,128,166,.771,90,.703,.973
griffbl01,Blake Griffin,POWER FORWARD,29,DETROIT PISTONS,75,75,2622,619,1341,189,522,414,550,100,465,402,52,28,253,199,27.1,0.9,5.1,0.2,20.1,2.9,0.41,4.9,4.0,5.1,21.0,1.0,0.389,11.8,0.581,13.8,30.2,4.7,8.0,0.147,269,397,.678,109,.405,.569
hardati02,Tim Hardaway Jr.,SHOOTING GUARD,26,NEW YORK KNICKS,46,46,1499,282,726,117,337,199,233,26,135,122,42,6,81,106,13.5,0.3,-1.6,-1.9,9.7,0.5,0.321,0.4,1.8,1.0,14.4,1.4,0.46399999999999997,5.6,0.531,8.9,25.9,0.2,1.5,0.048,94,161,.584,32,.340,.728
hardeja01,James Harden,POINT GUARD,29,HOUSTON ROCKETS,78,78,2867,843,1909,378,1028,754,858,66,452,586,158,58,387,244,39.5,1.7,11.0,1.6,17.8,3.8,0.449,9.4,2.5,11.4,30.6,2.7,0.539,10.0,0.616,14.5,40.5,9.3,15.2,0.254,298,491,.607,30,.101,.157
harklma01,Maurice Harkless,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,60,53,1415,189,388,33,120,49,73,77,192,74,67,53,45,163,7.1,3.0,0.7,1.7,14.1,1.9,0.188,-1.0,5.9,1.5,13.2,2.3,0.309,10.1,0.547,9.7,13.9,1.0,3.4,0.114,173,259,.668,121,.699,.950
harremo01,Montrezl Harrell,CENTER,25,LOS ANGELES CLIPPERS,82,5,2158,546,888,3,17,266,414,184,351,162,71,110,132,255,12.5,4.0,3.3,0.7,16.7,2.6,0.466,2.6,9.3,6.1,23.4,1.6,0.019,13.1,0.636,11.0,23.5,2.9,8.7,0.193,463,632,.733,336,.726,1.000
harride01,Devin Harris,POINT GUARD,35,DALLAS MAVERICKS,68,2,1071,132,347,62,200,102,134,12,100,122,35,16,56,133,16.7,1.3,-2.2,0.4,9.9,0.9,0.386,-2.6,1.2,0.6,10.7,1.6,0.5760000000000001,5.6,0.527,12.1,18.5,-0.1,1.5,0.068,43,73,.589,28,.651,.871
harriga01,Gary Harris,SHOOTING GUARD,24,DENVER NUGGETS,57,48,1639,270,637,82,242,115,144,41,119,127,55,19,68,113,11.0,1.0,-1.6,-0.4,7.9,1.5,0.226,-1.2,2.7,1.1,12.2,1.6,0.38,5.3,0.526,8.9,20.0,0.2,2.6,0.076,153,242,.632,91,.595,.892
harrijo01,Joe Harris,SHOOTING GUARD,27,BROOKLYN NETS,76,76,2293,374,748,183,386,110,133,52,239,181,38,17,121,182,11.9,0.6,0.5,-0.3,10.9,1.7,0.17800000000000002,0.8,2.4,3.8,13.5,0.8,0.516,6.7,0.645,13.0,17.0,1.4,5.5,0.11599999999999999,145,225,.644,116,.800,.989
harrito02,Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,55,55,1903,424,855,112,258,192,219,37,395,150,40,24,109,123,12.5,1.0,2.4,-0.2,21.3,1.8,0.256,2.7,2.1,3.2,18.2,1.0,0.302,12.0,0.605,10.3,23.5,2.1,5.0,0.127,214,328,.652,110,.514,.826
harrish01,Shaquille Harrison,SHOOTING GUARD,25,CHICAGO BULLS,73,11,1430,184,426,24,89,82,123,33,189,139,89,30,60,124,14.1,1.8,-1.3,1.5,14.5,1.6,0.289,-2.8,2.5,-0.1,12.4,3.0,0.209,8.4,0.494,11.1,16.5,0.2,1.4,0.048,130,225,.578,54,.415,.875
