slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,height,weight,per game FG,per game FGA,per game 3P,per game 3PA,per game 2P,per game 2PA,per game FT,per game FTA,per game ORB,per game DRB,per game TRB,per game AST,per game STL,per game BLK,per game TOV,per game PF,per game PTS,At Rim FG,At Rim FGA,At Rim FG%,At Rim Ast'd,At Rim %Ast'd,3 to <10 ft FG,3 to <10 ft FGA,3 to <10 ft FG%,3 to <10 ft Ast'd,3 to <10 ft %Ast'd,10 to <16 ft FG,10 to <16 ft FGA,10 to <16 ft FG%,10 to <16 ft Ast'd,10 to <16 ft %Ast'd,16 ft to <3-pt FG,16 ft to <3-pt FGA,16 ft to <3-pt FG%,16 ft to <3-pt Ast'd,16 ft to <3-pt %Ast'd,3-pt FG,3-pt FGA,3-pt FG%,3-pt Ast'd,3-pt %Ast'd
collijo01,John Collins,POWER FORWARD,20,ATLANTA HAWKS,74,26,1785,314,545,16,47,133,186,176,365,98,47,80,105,215,8.9,3.8,-0.2,0.2,22.8,2.0,0.341,-0.4,11.0,3.4,18.3,1.3,0.086,16.9,0.62,14.3,17.9,0.8,5.4,0.145,81,235,4.2,7.4,0.2,0.6,4.0,6.7,1.8,2.5,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,235,321,.732,169,.719,31,91,.341,25,.806,25,60,.417,21,.840,7,27,.259,6,.857,16,47,.340,16,1.000
colliza01,Zach Collins,CENTER,20,PORTLAND TRAIL BLAZERS,66,1,1045,115,289,35,113,27,42,45,176,52,17,31,58,133,7.1,2.4,-4.3,0.2,18.2,1.3,0.145,-4.5,4.7,-0.7,7.5,0.8,0.391,11.5,0.475,15.9,15.4,-0.6,0.6,0.03,83,232,1.7,4.4,0.5,1.7,1.2,2.7,0.4,0.6,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2.0,4.4,53,83,.639,36,.679,16,50,.320,6,.375,12,36,.333,5,.417,7,24,.292,7,1.000,38,127,.299,37,.974
collida01,Darren Collison,POINT GUARD,30,INDIANA PACERS,69,64,2018,316,638,96,205,127,144,37,141,368,92,15,86,122,26.4,0.7,2.7,0.3,7.8,1.8,0.226,2.4,2.1,5.8,18.8,2.3,0.321,5.0,0.61,10.9,17.4,2.4,7.6,0.18100000000000002,72,175,4.6,9.2,1.4,3.0,3.2,6.3,1.8,2.1,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8,12.4,113,172,.657,46,.407,14,48,.292,4,.286,21,47,.447,4,.190,95,211,.450,18,.189,104,228,.456,83,.798
connapa01,Pat Connaughton,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,82,5,1488,165,390,74,210,37,44,36,125,91,23,22,43,120,8.7,1.2,-1.8,-0.1,9.1,1.3,0.113,-1.7,2.7,1.2,9.3,0.8,0.5379999999999999,5.9,0.539,9.5,13.4,0.1,2.5,0.08,77,209,2.0,4.8,0.9,2.6,1.1,2.2,0.5,0.5,0.4,1.5,2.0,1.1,0.3,0.3,0.5,1.5,5.4,64,95,.674,48,.750,14,45,.311,9,.643,10,20,.500,6,.600,7,25,.280,3,.429,76,220,.345,71,.934
couside01,DeMarcus Cousins,CENTER,27,NEW ORLEANS PELICANS,48,48,1737,406,864,104,294,294,394,105,512,257,79,76,242,183,23.0,3.5,4.7,2.2,30.9,3.2,0.456,2.5,6.8,1.5,22.6,2.2,0.34,19.2,0.583,18.9,31.9,2.9,4.7,0.13,82,270,8.5,18.0,2.2,6.1,6.3,11.9,6.1,8.2,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,25.2,205,325,.631,93,.454,62,150,.413,23,.371,17,35,.486,1,.059,18,60,.300,7,.389,104,294,.354,98,.942
covinro01,Robert Covington,SMALL FORWARD,27,PHILADELPHIA 76ERS,80,80,2532,345,836,203,550,116,136,55,378,156,137,72,126,238,8.7,2.4,1.5,1.7,15.5,4.5,0.163,-0.2,2.4,1.6,12.9,2.6,0.6579999999999999,9.2,0.563,12.3,17.2,2.3,6.1,0.11599999999999999,79,211,4.3,10.5,2.5,6.9,1.8,3.6,1.5,1.7,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,12.6,110,173,.636,87,.791,22,63,.349,16,.727,5,28,.179,5,1.000,17,56,.304,16,.941,218,597,.365,210,.963
crabbal01,Allen Crabbe,SHOOTING GUARD,25,BROOKLYN NETS,75,68,2197,337,827,201,532,115,135,28,296,117,47,35,78,168,8.4,1.2,-0.7,-0.7,14.4,1.4,0.163,0.0,1.3,1.8,12.3,1.0,0.643,7.8,0.5579999999999999,8.1,19.0,0.7,3.2,0.07,77,212,4.5,11.0,2.7,7.1,1.8,3.9,1.5,1.8,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,13.2,51,69,.739,39,.765,36,79,.456,25,.694,20,54,.370,15,.750,29,93,.312,22,.759,201,532,.378,189,.940
crawfja01,Jamal Crawford,SHOOTING GUARD,37,MINNESOTA TIMBERWOLVES,80,0,1653,308,742,104,314,102,113,21,78,185,40,9,95,85,16.9,0.5,-2.3,-2.5,5.5,0.3,0.152,0.1,1.4,0.9,13.0,1.2,0.423,3.5,0.519,10.7,23.7,-0.1,1.3,0.037000000000000005,77,185,3.9,9.3,1.3,3.9,2.6,5.4,1.3,1.4,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3,33,50,.660,7,.212,20,61,.328,1,.050,49,96,.510,16,.327,116,252,.460,29,.250,111,331,.335,83,.748
crowdja01,Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,53,47,1346,157,376,62,189,78,92,41,132,58,41,12,42,124,6.0,0.8,-3.0,-1.0,10.8,0.6,0.245,-1.9,3.5,1.1,10.2,1.5,0.503,7.2,0.545,9.2,15.1,-0.3,1.7,0.059000000000000004,78,235,3.0,7.1,1.2,3.6,1.8,3.5,1.5,1.7,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,8.6,118,184,.641,96,.814,15,57,.263,11,.733,13,37,.351,8,.615,28,94,.298,23,.821,132,407,.324,123,.932
cunnida01,Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,51,24,1115,99,225,35,108,20,36,50,143,26,27,16,16,75,3.0,1.1,-2.0,-0.1,13.4,0.9,0.16,-1.9,5.0,0.7,8.4,1.2,0.48,9.4,0.525,6.2,10.0,0.0,1.6,0.067,80,230,1.9,4.4,0.7,2.1,1.3,2.3,0.4,0.7,1.0,2.8,3.8,0.5,0.5,0.3,0.3,1.5,5.0,78,121,.645,63,.808,14,42,.333,13,.929,4,15,.267,4,1.000,10,18,.556,10,1.000,58,168,.345,57,.983
curryst01,Stephen Curry,POINT GUARD,29,GOLDEN STATE WARRIORS,51,51,1631,428,864,212,501,278,302,36,225,310,80,8,153,114,30.3,0.4,7.7,0.0,14.4,1.9,0.35,7.8,2.7,7.2,28.2,2.4,0.58,9.0,0.675,13.3,31.0,4.0,9.1,0.267,75,190,8.4,16.9,4.2,9.8,4.2,7.1,5.5,5.9,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,142,207,.686,62,.437,41,95,.432,14,.341,40,80,.500,15,.375,66,123,.537,24,.364,276,663,.416,166,.601
danietr01,Troy Daniels,SHOOTING GUARD,26,PHOENIX SUNS,79,15,1622,232,575,183,458,56,64,12,115,48,26,5,56,137,4.5,0.2,-2.6,-2.1,7.7,0.0,0.111,-0.5,0.8,1.4,9.8,0.8,0.797,4.2,0.583,8.5,17.2,-0.3,1.4,0.042,76,205,2.9,7.3,2.3,5.8,0.6,1.5,0.7,0.8,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,12,28,.429,9,.750,9,17,.529,3,.333,16,31,.516,11,.688,12,41,.293,11,.917,183,458,.400,169,.923
davisan02,Anthony Davis,POWER FORWARD,24,NEW ORLEANS PELICANS,75,75,2727,780,1462,55,162,495,598,187,645,174,115,193,162,159,10.8,5.6,6.7,1.4,24.8,4.9,0.409,5.3,7.7,8.8,28.9,2.0,0.111,16.5,0.612,8.6,30.0,5.9,13.7,0.24100000000000002,82,253,10.4,19.5,0.7,2.2,9.7,17.3,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,462,625,.739,348,.753,166,340,.488,119,.717,106,257,.412,62,.585,91,261,.349,58,.637,61,184,.332,56,.918
davised01,Ed Davis,CENTER,28,PORTLAND TRAIL BLAZERS,78,0,1471,170,292,0,1,74,111,183,392,40,32,52,66,188,3.9,2.9,-0.6,0.6,28.8,2.5,0.38,-1.2,13.7,2.5,15.5,1.1,0.003,21.3,0.607,16.2,12.1,0.5,5.0,0.16399999999999998,81,225,2.2,3.7,0.0,0.0,2.2,3.7,0.9,1.4,2.3,5.0,7.4,0.5,0.4,0.7,0.8,2.4,5.3,141,210,.671,75,.532,30,80,.375,23,.767,4,10,.400,3,.750,0,1,.000,0,,0,1,.000,0,
dedmode01,Dewayne Dedmon,CENTER,28,ATLANTA HAWKS,62,46,1542,250,477,50,141,67,86,100,389,90,40,51,86,162,9.2,2.8,0.1,0.5,28.1,1.9,0.18,-0.4,7.2,1.8,15.8,1.3,0.29600000000000004,17.7,0.599,14.3,17.0,0.8,3.7,0.114,84,245,4.0,7.7,0.8,2.3,3.2,5.4,1.1,1.4,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,104,134,.776,79,.760,32,66,.485,24,.750,33,70,.471,28,.848,31,66,.470,29,.935,50,141,.355,50,1.000
delanma01,Malcolm Delaney,POINT GUARD,28,ATLANTA HAWKS,54,3,1014,109,285,46,124,74,92,9,91,163,35,6,66,82,23.4,0.5,-2.6,-0.4,10.0,0.6,0.32299999999999995,-2.2,1.0,0.4,10.6,1.7,0.435,5.5,0.519,16.9,16.9,-0.1,1.0,0.047,75,190,2.0,5.3,0.9,2.3,1.2,3.0,1.4,1.7,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,6.3,26,48,.542,12,.462,3,27,.111,0,.000,9,24,.375,4,.444,25,62,.403,9,.360,46,124,.371,34,.739
derozde01,DeMar DeRozan,SHOOTING GUARD,28,TORONTO RAPTORS,80,80,2711,645,1413,89,287,461,559,59,256,417,85,22,175,151,25.0,0.6,2.8,-0.6,10.4,2.8,0.396,3.3,2.5,6.8,21.0,1.5,0.203,6.5,0.555,9.5,29.6,3.2,9.6,0.17,78,220,8.1,17.7,1.1,3.6,7.0,14.1,5.8,7.0,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,221,337,.656,81,.367,134,284,.472,26,.194,162,374,.433,33,.204,116,294,.395,34,.293,99,322,.307,66,.667
dienggo01,Gorgui Dieng,CENTER,28,MINNESOTA TIMBERWOLVES,79,0,1333,186,388,19,61,79,102,106,254,71,45,39,59,147,7.5,2.6,-1.0,-0.1,22.2,1.4,0.263,-0.9,9.1,1.6,14.7,1.7,0.157,15.6,0.5429999999999999,12.0,16.3,0.3,2.9,0.105,82,252,2.4,4.9,0.2,0.8,2.1,4.1,1.0,1.3,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9,66,100,.660,41,.621,17,54,.315,13,.765,32,63,.508,28,.875,56,123,.455,51,.911,21,66,.318,19,.905
dinwisp01,Spencer Dinwiddie,POINT GUARD,24,BROOKLYN NETS,80,58,2306,324,838,141,433,218,268,40,219,524,68,23,128,186,35.0,0.7,0.6,-0.7,10.2,1.4,0.32,1.3,1.8,4.3,15.9,1.4,0.517,6.0,0.527,11.8,20.3,1.5,5.7,0.11800000000000001,77,215,4.1,10.5,1.8,5.4,2.3,5.1,2.7,3.4,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6,112,194,.577,18,.161,33,102,.324,3,.091,26,71,.366,4,.154,12,38,.316,1,.083,141,433,.326,84,.596
dragigo01,Goran Dragić,POINT GUARD,31,MIAMI HEAT,75,75,2378,484,1075,111,300,217,271,54,252,359,63,12,166,180,25.4,0.4,0.3,-0.6,12.0,2.3,0.252,0.9,2.5,2.9,16.6,1.3,0.27899999999999997,7.2,0.5429999999999999,12.2,25.7,1.4,5.3,0.106,75,190,6.5,14.3,1.5,4.0,5.0,10.3,2.9,3.6,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,200,320,.625,78,.390,71,189,.376,16,.225,85,194,.438,14,.165,44,127,.346,6,.136,119,321,.371,92,.773
drumman01,Andre Drummond,CENTER,24,DETROIT PISTONS,78,78,2625,466,881,0,11,239,395,399,848,237,114,127,200,250,14.3,4.3,3.2,1.7,36.4,5.7,0.44799999999999995,1.5,16.4,4.6,22.9,2.2,0.012,26.2,0.555,15.9,21.2,3.4,10.3,0.18899999999999997,82,279,6.0,11.3,0.0,0.1,6.0,11.2,3.1,5.1,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,377,579,.651,199,.528,75,241,.311,43,.573,14,49,.286,12,.857,0,2,.000,0,,0,11,.000,0,
dunnkr01,Kris Dunn,POINT GUARD,23,CHICAGO BULLS,52,43,1525,286,666,43,134,84,114,24,197,310,104,27,150,174,33.3,1.6,-1.3,1.1,14.4,1.9,0.171,-2.4,1.6,-1.0,14.5,3.3,0.201,7.8,0.488,17.3,24.7,0.3,0.9,0.027000000000000003,75,205,5.5,12.8,0.8,2.6,4.7,10.2,1.6,2.2,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3,13.4,95,175,.543,19,.200,44,113,.389,3,.068,46,119,.387,7,.152,58,125,.464,13,.224,43,134,.321,27,.628
duranke01,Kevin Durant,SMALL FORWARD,29,GOLDEN STATE WARRIORS,68,68,2325,630,1222,173,413,359,404,31,433,366,50,119,207,133,25.5,4.0,7.3,0.6,19.5,2.9,0.331,6.7,1.6,7.5,26.0,1.0,0.33799999999999997,11.2,0.64,12.9,30.4,5.5,10.4,0.215,82,240,9.3,18.0,2.5,6.1,6.7,11.9,5.3,5.9,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,206,274,.752,128,.621,82,158,.519,30,.366,178,361,.493,68,.382,156,312,.500,65,.417,220,551,.399,143,.650
ellinwa01,Wayne Ellington,SHOOTING GUARD,30,MIAMI HEAT,77,2,2041,285,700,227,579,67,78,23,195,79,53,8,52,94,5.9,0.3,0.4,-0.6,10.7,1.9,0.111,1.0,1.3,2.6,12.5,1.3,0.8270000000000001,6.0,0.588,6.6,17.3,1.2,4.5,0.105,76,200,3.7,9.1,2.9,7.5,0.8,1.6,0.9,1.0,0.3,2.5,2.8,1.0,0.7,0.1,0.7,1.2,11.2,35,55,.636,25,.714,5,19,.263,1,.200,4,13,.308,2,.500,14,39,.359,10,.714,239,609,.392,227,.950
embiijo01,Joel Embiid,CENTER,23,PHILADELPHIA 76ERS,63,63,1912,510,1056,66,214,359,467,143,547,199,40,111,234,209,18.0,4.8,3.3,1.3,29.7,3.8,0.442,2.0,8.4,2.3,22.9,1.0,0.203,19.4,0.573,15.6,33.4,2.6,6.2,0.155,84,250,8.1,16.8,1.0,3.4,7.0,13.4,5.7,7.4,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,254,347,.732,153,.602,82,225,.364,25,.305,112,261,.429,22,.196,48,115,.417,20,.417,74,243,.305,68,.919
ennisja01,James Ennis,SMALL FORWARD,27,MEMPHIS GRIZZLIES,45,14,1053,108,222,30,84,64,73,53,104,49,32,12,38,81,7.0,1.1,-0.6,-0.1,11.7,0.6,0.32899999999999996,-0.5,5.7,1.5,11.9,1.5,0.37799999999999995,8.6,0.61,13.0,12.5,0.4,2.0,0.09300000000000001,78,210,2.4,4.9,0.7,1.9,1.7,3.1,1.4,1.6,1.2,2.3,3.5,1.1,0.7,0.3,0.8,1.8,6.9,96,134,.716,68,.708,12,46,.261,7,.583,14,27,.519,10,.714,9,24,.375,6,.667,51,153,.333,51,1.000
evansty01,Tyreke Evans,POINT GUARD,28,MEMPHIS GRIZZLIES,52,32,1607,366,809,114,286,164,209,44,221,269,57,17,117,96,31.2,1.0,4.5,-0.5,16.3,1.2,0.258,4.9,3.1,3.1,21.1,1.8,0.354,9.5,0.561,11.5,28.4,2.6,4.2,0.126,78,220,7.0,15.6,2.2,5.5,4.8,10.1,3.2,4.0,0.8,4.3,5.1,5.2,1.1,0.3,2.3,1.8,19.4,181,333,.544,48,.265,35,98,.357,2,.057,2,8,.250,1,.500,34,84,.405,6,.176,114,286,.399,55,.482
favorde01,Derrick Favors,CENTER,26,UTAH JAZZ,77,77,2153,395,702,14,63,140,215,198,354,102,54,82,88,164,7.8,3.2,1.5,0.7,18.5,3.5,0.306,0.9,10.6,4.5,18.8,1.3,0.09,14.6,0.593,9.9,18.5,1.9,8.0,0.179,81,265,5.1,9.1,0.2,0.8,4.9,8.3,1.8,2.8,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1,12.3,292,377,.775,217,.743,56,137,.409,45,.804,35,90,.389,34,.971,38,98,.388,34,.895,16,68,.235,16,1.000
feltora01,Raymond Felton,POINT GUARD,33,OKLAHOMA CITY THUNDER,82,2,1365,224,552,81,230,36,44,25,131,203,49,16,76,91,22.5,1.1,-0.6,-0.3,11.0,1.3,0.08,-0.3,2.0,0.9,13.0,1.8,0.41700000000000004,6.3,0.494,11.7,20.4,0.5,2.2,0.078,73,205,2.7,6.7,1.0,2.8,1.7,3.9,0.4,0.5,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,54,97,.557,6,.111,27,66,.409,0,.000,20,54,.370,2,.100,47,122,.385,3,.064,88,244,.361,65,.739
ferreyo01,Yogi Ferrell,SHOOTING GUARD,24,DALLAS MAVERICKS,82,21,2282,311,730,134,359,82,103,26,223,201,64,9,78,153,13.5,0.4,-1.4,0.0,11.2,1.5,0.141,-1.3,1.2,1.5,11.4,1.4,0.49200000000000005,6.1,0.54,9.1,17.0,0.4,3.0,0.064,72,180,3.8,8.9,1.6,4.4,2.2,4.5,1.0,1.3,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2,64,110,.582,27,.422,18,61,.295,7,.389,35,71,.493,16,.457,60,130,.462,21,.350,134,359,.373,100,.746
forbebr01,Bryn Forbes,SHOOTING GUARD,24,SAN ANTONIO SPURS,80,12,1517,209,497,89,228,48,72,12,98,80,28,2,37,108,7.8,0.1,-3.1,-0.6,7.2,1.3,0.145,-2.5,0.9,0.8,9.1,0.9,0.45899999999999996,4.0,0.525,6.5,16.7,-0.4,2.1,0.067,74,190,2.6,6.2,1.1,2.9,1.5,3.4,0.6,0.9,0.2,1.2,1.4,1.0,0.4,0.0,0.5,1.4,6.9,24,41,.585,17,.708,35,78,.449,24,.686,24,62,.387,17,.708,40,96,.417,25,.625,91,237,.384,86,.945
fournev01,Evan Fournier,SMALL FORWARD,25,ORLANDO MAGIC,57,57,1837,368,802,127,335,150,173,23,157,165,47,16,95,138,14.8,0.7,-0.6,-1.4,9.5,0.9,0.21600000000000003,0.8,1.4,2.4,15.5,1.3,0.418,5.4,0.5770000000000001,9.8,23.3,0.7,3.3,0.087,79,205,6.5,14.1,2.2,5.9,4.2,8.2,2.6,3.0,0.4,2.8,3.2,2.9,0.8,0.3,1.7,2.4,17.8,112,167,.671,74,.661,58,132,.439,28,.483,24,76,.316,14,.583,47,92,.511,22,.468,127,335,.379,107,.843
foxde01,De'Aaron Fox,POINT GUARD,20,SACRAMENTO KINGS,73,60,2026,328,797,47,153,141,195,33,171,320,70,20,173,163,24.6,0.9,-4.2,-1.5,10.0,1.1,0.245,-2.7,1.8,-1.7,11.2,1.7,0.192,5.7,0.478,16.4,23.4,-1.1,-0.6,-0.013999999999999999,75,185,4.5,10.9,0.6,2.1,3.8,8.8,1.9,2.7,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2,11.6,123,190,.647,35,.285,63,178,.354,7,.111,39,117,.333,5,.128,56,159,.352,14,.250,47,153,.307,29,.617
gasolma01,Marc Gasol,CENTER,33,MEMPHIS GRIZZLIES,73,73,2408,434,1033,109,320,281,337,78,514,305,54,101,194,185,21.7,3.9,2.3,0.6,25.3,2.6,0.326,1.7,3.7,1.5,17.4,1.1,0.31,14.2,0.532,14.1,25.6,2.7,4.0,0.08,83,255,5.9,14.2,1.5,4.4,4.5,9.8,3.8,4.6,1.1,7.0,8.1,4.2,0.7,1.4,2.7,2.5,17.2,109,164,.665,80,.734,74,214,.346,31,.419,70,191,.366,42,.600,72,144,.500,62,.861,109,320,.341,106,.972
gasolpa01,Pau Gasol,CENTER,37,SAN ANTONIO SPURS,77,63,1812,287,627,43,120,158,209,129,490,238,24,79,108,121,20.1,3.6,3.4,1.9,30.2,3.3,0.33299999999999996,1.5,7.8,2.7,18.9,0.7,0.191,19.0,0.539,13.1,20.4,2.5,6.0,0.159,84,250,3.7,8.1,0.6,1.6,3.2,6.6,2.1,2.7,1.7,6.4,8.0,3.1,0.3,1.0,1.4,1.6,10.1,135,200,.675,88,.652,46,134,.343,26,.565,33,82,.402,20,.606,39,107,.364,38,.974,44,123,.358,44,1.000
gayru01,Rudy Gay,POWER FORWARD,31,SAN ANTONIO SPURS,57,6,1231,253,537,37,118,112,145,76,215,73,46,38,78,98,9.8,2.6,0.8,0.6,19.5,2.1,0.27,0.2,6.8,1.0,18.0,1.9,0.22,13.1,0.545,11.5,24.6,0.9,3.1,0.122,80,230,4.4,9.4,0.6,2.1,3.8,7.4,2.0,2.5,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7,11.5,103,151,.682,50,.485,51,125,.408,20,.392,62,126,.492,20,.323,22,64,.344,6,.273,41,136,.301,36,.878
georgpa01,Paul George,SMALL FORWARD,27,OKLAHOMA CITY THUNDER,79,79,2891,576,1340,244,609,338,411,72,375,263,161,39,212,233,14.5,1.2,2.9,0.6,14.9,3.9,0.307,2.3,2.7,5.0,18.7,2.8,0.45399999999999996,8.6,0.57,12.2,25.7,3.6,8.9,0.147,80,220,7.3,17.0,3.1,7.7,4.2,9.3,4.3,5.2,0.9,4.7,5.7,3.3,2.0,0.5,2.7,2.9,21.9,190,285,.667,72,.379,42,137,.307,9,.214,61,163,.374,20,.328,69,214,.322,25,.362,263,660,.398,203,.772
gibsota01,Taj Gibson,POWER FORWARD,32,MINNESOTA TIMBERWOLVES,82,82,2726,425,737,7,35,142,185,194,390,99,62,59,89,218,5.2,1.9,-0.5,-0.7,16.7,1.7,0.251,0.1,8.1,5.4,15.4,1.1,0.047,12.4,0.61,9.8,14.7,1.0,7.2,0.126,81,225,5.2,9.0,0.1,0.4,5.1,8.6,1.7,2.3,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7,12.2,277,368,.753,184,.664,84,178,.472,60,.714,39,89,.438,32,.821,32,89,.360,30,.938,7,35,.200,7,1.000
ginobma01,Manu Ginóbili,SHOOTING GUARD,40,SAN ANTONIO SPURS,65,0,1299,201,463,64,192,110,131,19,123,163,43,16,105,126,19.1,1.0,-1.3,0.2,10.6,1.6,0.28300000000000003,-1.5,1.6,0.6,12.9,1.7,0.415,6.1,0.5529999999999999,16.8,21.5,0.2,2.2,0.08199999999999999,78,205,3.1,7.1,1.0,3.0,2.1,4.2,1.7,2.0,0.3,1.9,2.2,2.5,0.7,0.2,1.6,1.9,8.9,89,139,.640,39,.438,32,77,.416,11,.344,17,47,.362,8,.471,8,26,.308,3,.375,70,211,.332,56,.800
goberru01,Rudy Gobert,CENTER,25,UTAH JAZZ,56,56,1816,276,444,0,0,204,299,165,436,80,44,129,107,153,6.9,6.0,3.4,2.5,27.0,3.9,0.6729999999999999,0.9,10.4,4.2,20.7,1.2,0.0,18.8,0.657,15.7,16.9,2.5,8.1,0.214,85,245,4.9,7.9,0.0,0.0,4.9,7.9,3.6,5.3,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7,13.5,296,408,.725,220,.743,30,98,.306,26,.867,1,10,.100,1,1.000,4,11,.364,4,1.000,,,,,
gordoaa01,Aaron Gordon,POWER FORWARD,22,ORLANDO MAGIC,58,57,1909,375,865,115,342,157,225,87,370,136,59,45,107,111,11.7,1.9,0.3,-0.6,21.5,2.0,0.26,0.9,5.0,0.9,16.5,1.5,0.395,13.2,0.53,10.0,24.7,1.1,2.9,0.07200000000000001,80,220,6.5,14.9,2.0,5.9,4.5,9.0,2.7,3.9,1.5,6.4,7.9,2.3,1.0,0.8,1.8,1.9,17.6,171,236,.725,98,.573,27,96,.281,10,.370,35,92,.380,9,.257,27,99,.273,10,.370,115,342,.336,96,.835
gordoer01,Eric Gordon,SHOOTING GUARD,29,HOUSTON ROCKETS,69,30,2154,415,970,218,608,195,241,25,145,154,44,27,130,116,11.7,1.1,0.4,-1.6,7.5,1.8,0.248,2.0,1.3,2.9,15.2,1.0,0.627,4.4,0.578,10.8,24.7,1.3,4.7,0.105,75,215,6.0,14.1,3.2,8.8,2.9,5.2,2.8,3.5,0.4,2.1,2.5,2.2,0.6,0.4,1.9,1.7,18.0,176,266,.662,69,.392,41,119,.345,12,.293,14,38,.368,8,.571,7,28,.250,4,.571,261,738,.354,215,.824
gortama01,Marcin Gortat,CENTER,33,WASHINGTON WIZARDS,82,82,2075,290,560,0,0,110,163,181,442,151,40,61,99,175,10.6,2.6,-0.6,0.3,24.0,2.4,0.29100000000000004,-0.8,9.9,2.4,14.7,1.0,0.0,17.0,0.546,13.5,15.5,0.8,4.9,0.113,83,240,3.5,6.8,0.0,0.0,3.5,6.8,1.3,2.0,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,162,249,.651,133,.821,95,214,.444,66,.695,54,127,.425,39,.722,3,13,.231,2,.667,,,,,
grahatr01,Treveon Graham,SHOOTING GUARD,24,CHARLOTTE HORNETS,63,2,1050,96,221,40,97,41,59,42,79,59,33,2,27,109,7.8,0.2,-2.7,0.1,8.3,0.7,0.267,-2.8,4.3,1.1,9.0,1.5,0.439,6.2,0.5529999999999999,9.9,11.3,-0.2,1.8,0.08,77,223,1.5,3.5,0.6,1.5,0.9,2.0,0.7,0.9,0.7,1.3,1.9,0.9,0.5,0.0,0.4,1.7,4.3,30,56,.536,15,.500,11,31,.355,7,.636,7,22,.318,5,.714,8,15,.533,7,.875,40,97,.412,39,.975
grantje01,Jerami Grant,POWER FORWARD,23,OKLAHOMA CITY THUNDER,81,1,1647,244,456,32,110,162,240,86,233,57,31,77,54,155,5.1,4.2,0.3,0.3,16.3,1.9,0.526,0.0,5.6,3.5,16.2,0.9,0.24100000000000002,10.7,0.607,8.8,16.0,1.0,5.4,0.156,80,214,3.0,5.6,0.4,1.4,2.6,4.3,2.0,3.0,1.1,2.9,3.9,0.7,0.4,1.0,0.7,1.9,8.4,197,286,.689,145,.736,20,63,.317,12,.600,5,10,.500,4,.800,6,14,.429,4,.667,34,118,.288,32,.941
