slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,rimFG,rimFGA,rimFG%,rimAst'd,rim%Ast'd,3pt%Ast'd
anthoca01,Carmelo Anthony,POWER FORWARD,29,NEW YORK KNICKS,77,77,2982,743,1643,167,415,459,541,145,477,242,95,51,198,224,15.8,1.5,5.0,-0.8,19.4,2.5,0.32899999999999996,5.8,5.6,8.1,24.4,1.7,0.253,12.3,0.561,9.5,32.4,5.3,10.7,0.172,185,314,.589,59,.319,.713
arizatr01,Trevor Ariza,SMALL FORWARD,28,WASHINGTON WIZARDS,77,77,2723,389,853,180,442,149,193,99,376,191,126,20,132,179,10.8,0.6,2.3,1.0,16.3,3.7,0.226,1.3,4.1,4.3,15.8,2.4,0.518,10.1,0.59,12.3,17.8,3.0,8.0,0.141,161,250,.644,94,.584,.961
arthuda01,Darrell Arthur,SMALL FORWARD,25,DENVER NUGGETS,68,1,1161,162,410,24,64,53,62,52,158,61,39,47,58,185,8.0,3.0,-3.2,0.8,14.7,1.2,0.151,-4.0,4.8,-0.5,9.4,1.6,0.156,9.8,0.45899999999999996,11.7,18.1,-0.4,0.7,0.028999999999999998,31,60,.517,18,.581,1.000
augusdj01,D.J. Augustin,POINT GUARD,26,CHICAGO BULLS,61,9,1857,291,694,132,321,195,221,15,111,303,52,3,116,140,29.3,0.1,1.9,-0.3,6.7,2.4,0.318,2.2,0.9,4.0,16.8,1.5,0.46299999999999997,3.9,0.574,12.8,22.5,1.8,6.4,0.166,94,181,.519,32,.340,.636
bareajo01,J.J. Barea,POINT GUARD,29,MINNESOTA TIMBERWOLVES,79,1,1471,254,656,73,231,79,100,16,138,303,26,0,125,129,32.7,0.0,-2.7,-1.8,10.5,0.9,0.152,-0.9,1.2,-0.1,11.6,0.9,0.35200000000000004,5.7,0.47100000000000003,15.2,23.9,-0.3,0.7,0.024,96,190,.505,19,.198,.452
bargnan01,Andrea Bargnani,CENTER,28,NEW YORK KNICKS,42,39,1257,222,502,30,108,84,102,69,153,45,14,52,58,100,6.1,3.7,-2.3,-1.6,14.7,0.7,0.203,-0.7,6.3,0.8,14.5,0.6,0.215,10.4,0.51,9.6,22.4,-0.1,1.5,0.057999999999999996,64,104,.615,39,.609,.967
barneha02,Harrison Barnes,SMALL FORWARD,21,GOLDEN STATE WARRIORS,78,24,2204,271,679,66,190,130,181,66,245,116,65,20,84,158,7.6,0.7,-1.6,0.5,11.9,2.8,0.267,-2.2,3.3,0.4,9.8,1.5,0.28,7.7,0.486,10.0,16.8,0.2,3.2,0.07,94,160,.588,59,.628,.973
barnema02,Matt Barnes,SMALL FORWARD,33,LOS ANGELES CLIPPERS,63,40,1735,231,527,97,283,66,90,60,232,125,56,28,85,185,10.6,1.2,-0.2,0.2,14.4,2.0,0.171,-0.4,4.0,1.5,12.0,1.6,0.537,9.3,0.552,13.0,16.6,0.8,3.5,0.09699999999999999,109,162,.673,83,.761,.966
bassbr01,Brandon Bass,POWER FORWARD,28,BOSTON CELTICS,82,73,2266,352,725,2,6,205,239,161,309,87,36,71,102,190,6.4,2.4,-1.1,-0.6,15.9,1.9,0.33,-0.6,7.8,3.2,15.0,0.8,0.008,11.8,0.5489999999999999,10.9,18.2,0.5,5.1,0.107,152,252,.603,94,.618,.500
battish01,Shane Battier,SMALL FORWARD,35,MIAMI HEAT,73,56,1468,105,275,73,210,15,23,34,104,63,50,39,21,124,6.0,2.3,0.0,0.6,8.6,1.4,0.084,-0.6,3.0,1.0,8.7,1.8,0.764,5.9,0.523,6.9,10.0,0.7,2.4,0.078,20,31,.645,12,.600,.963
batumni01,Nicolas Batum,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,82,82,2956,381,819,145,402,163,203,116,495,420,75,57,208,156,20.9,1.3,3.4,1.2,17.8,3.1,0.248,2.2,4.3,4.8,15.8,1.3,0.491,11.1,0.589,18.6,16.5,4.0,7.9,0.128,162,215,.753,90,.556,.898
bayleje01,Jerryd Bayless,POINT GUARD,25,BOSTON CELTICS,41,14,1036,158,378,51,129,49,61,14,72,128,40,4,60,89,20.4,0.3,-1.7,-0.4,8.1,0.7,0.161,-1.2,1.5,0.7,12.5,2.0,0.341,4.7,0.514,12.9,19.9,0.1,1.4,0.064,45,87,.517,25,.556,.908
bealbr01,Bradley Beal,SHOOTING GUARD,20,WASHINGTON WIZARDS,73,73,2530,481,1149,138,343,149,189,54,219,243,71,18,128,153,16.0,0.6,-0.4,-0.7,10.2,2.4,0.16399999999999998,0.3,2.4,1.6,14.3,1.4,0.299,6.3,0.507,9.4,24.3,1.0,4.0,0.076,126,206,.612,68,.540,.912
belinma01,Marco Belinelli,SMALL FORWARD,27,SAN ANTONIO SPURS,80,25,2016,337,695,126,293,111,131,18,208,179,50,7,95,130,13.2,0.3,1.3,0.3,11.2,2.4,0.188,1.0,1.0,3.5,15.0,1.3,0.42200000000000004,6.3,0.605,11.2,19.0,1.7,5.9,0.14,103,146,.705,77,.748,.908
beverpa01,Patrick Beverley,POINT GUARD,25,HOUSTON ROCKETS,56,55,1751,199,481,92,255,83,102,72,124,151,77,23,66,174,12.8,1.0,0.6,0.9,7.4,1.6,0.212,-0.3,4.9,2.7,12.4,2.2,0.53,6.2,0.545,11.2,14.8,1.2,4.2,0.11599999999999999,58,107,.542,20,.345,.949
biyombi01,Bismack Biyombo,CENTER,21,CHARLOTTE BOBCATS,77,9,1072,88,144,0,0,46,89,105,261,8,7,86,40,124,1.1,6.3,-1.2,1.7,27.6,2.1,0.618,-2.9,11.0,1.1,13.3,0.3,0.0,19.3,0.606,17.9,9.6,0.2,3.2,0.14400000000000002,72,98,.735,49,.681,0
blairde01,DeJuan Blair,POWER FORWARD,24,DALLAS MAVERICKS,78,13,1214,210,393,0,2,77,121,139,229,70,60,21,77,192,8.9,1.4,-1.1,0.1,21.6,1.5,0.308,-1.2,13.3,1.8,17.3,2.5,0.005,17.5,0.557,14.7,19.6,0.3,3.4,0.133,130,201,.647,90,.692,
blatcan01,Andray Blatche,POWER FORWARD,27,BROOKLYN NETS,73,7,1618,321,674,15,54,164,221,120,270,112,75,38,110,166,12.8,2.0,0.0,-0.1,19.9,2.1,0.32799999999999996,0.1,8.9,1.6,18.8,2.4,0.08,14.4,0.532,12.5,25.6,0.8,3.7,0.109,197,300,.657,111,.563,.933
bledser01,Eric Bledsoe,POINT GUARD,24,PHOENIX SUNS,43,40,1416,265,556,50,140,183,237,27,175,235,69,14,143,99,27.0,0.8,3.1,0.7,13.8,1.6,0.426,2.3,2.1,2.6,19.6,2.4,0.252,8.0,0.578,17.8,24.9,1.8,4.1,0.14,125,188,.665,23,.184,.440
bogutan01,Andrew Bogut,CENTER,29,GOLDEN STATE WARRIORS,67,67,1769,235,375,0,0,22,64,182,489,112,47,121,97,210,9.3,5.2,3.0,3.2,29.7,4.0,0.171,-0.2,11.4,2.4,17.0,1.3,0.0,20.7,0.61,19.4,12.4,2.2,6.5,0.17600000000000002,182,261,.697,129,.709,0
booketr01,Trevor Booker,POWER FORWARD,26,WASHINGTON WIZARDS,72,45,1553,222,403,0,2,47,76,149,230,64,41,45,58,131,6.3,2.4,-0.1,0.4,17.5,2.0,0.18899999999999997,-0.5,10.9,2.3,15.0,1.4,0.005,14.1,0.563,11.7,14.4,0.7,4.3,0.132,128,180,.711,80,.625,
boozeca01,Carlos Boozer,POWER FORWARD,32,CHICAGO BULLS,76,76,2141,447,980,0,2,148,193,137,495,118,53,22,154,216,10.9,0.8,-2.1,0.2,25.9,4.3,0.19699999999999998,-2.3,7.4,-0.9,14.4,1.3,0.002,16.8,0.489,12.6,26.3,-0.1,3.4,0.076,208,342,.608,140,.673,
boshch01,Chris Bosh,CENTER,29,MIAMI HEAT,79,79,2531,492,953,74,218,223,272,98,424,87,80,78,125,192,5.8,2.7,0.8,-0.4,20.3,3.4,0.285,1.3,5.1,4.6,19.0,1.7,0.22899999999999998,13.0,0.597,10.4,22.6,1.8,8.0,0.152,235,331,.710,165,.702,.971
bradlav01,Avery Bradley,SHOOTING GUARD,23,BOSTON CELTICS,60,58,1855,361,825,79,200,90,112,48,178,85,63,11,96,145,8.1,0.5,-1.9,-0.8,11.2,1.4,0.136,-1.1,2.9,0.4,12.7,1.7,0.242,6.9,0.51,9.9,23.2,0.1,1.8,0.046,92,154,.597,47,.511,.937
brandel01,Elton Brand,CENTER,34,ATLANTA HAWKS,73,15,1414,179,332,0,2,61,94,97,264,74,40,88,60,192,8.1,4.9,-0.8,1.6,21.5,2.1,0.28300000000000003,-2.4,8.0,1.4,14.0,1.4,0.006,14.8,0.561,13.8,13.9,0.4,3.6,0.121,59,84,.702,42,.712,
breweco01,Corey Brewer,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,81,81,2609,388,807,59,211,163,227,63,144,135,151,30,105,210,7.9,0.9,-0.2,1.5,6.2,2.7,0.281,-1.7,2.6,2.4,12.7,2.9,0.261,4.3,0.55,10.4,16.5,1.2,5.2,0.095,256,377,.679,185,.723,.949
burketr01,Trey Burke,POINT GUARD,21,UTAH JAZZ,70,68,2262,341,897,111,336,102,113,37,171,396,42,6,131,145,29.4,0.2,-2.6,-2.6,9.0,0.0,0.126,0.0,1.8,1.0,12.6,1.0,0.375,5.3,0.473,12.2,21.8,-0.4,0.9,0.02,67,131,.511,23,.343,.847
burksal01,Alec Burks,SHOOTING GUARD,22,UTAH JAZZ,78,12,2193,380,831,50,143,279,373,59,198,212,69,14,149,190,16.9,0.5,-0.8,-1.0,10.7,0.6,0.449,0.2,3.0,2.6,15.8,1.7,0.172,6.8,0.547,13.0,23.9,0.7,3.2,0.07,183,284,.644,67,.366,.820
butleji01,Jimmy Butler,SHOOTING GUARD,24,CHICAGO BULLS,67,67,2591,275,693,68,240,260,338,87,243,175,127,36,102,106,11.1,1.1,1.1,2.0,10.5,4.6,0.488,-0.9,3.9,2.4,13.5,2.6,0.34600000000000003,7.2,0.522,10.8,16.8,2.0,7.1,0.131,133,221,.602,78,.586,.973
bynumwi01,Will Bynum,POINT GUARD,31,DETROIT PISTONS,56,3,1054,184,430,20,62,97,121,24,75,216,39,7,103,121,32.5,0.5,-2.1,-1.5,8.2,0.4,0.281,-0.6,2.4,0.6,14.4,1.9,0.14400000000000002,5.1,0.502,17.6,23.8,0.0,1.0,0.047,89,145,.614,16,.180,.500
calatni01,Nick Calathes,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,71,7,1173,142,311,19,61,44,72,23,114,207,66,8,101,117,26.5,0.6,-0.9,1.6,11.5,1.6,0.23199999999999998,-2.5,2.3,-0.1,12.3,3.0,0.196,6.9,0.506,22.8,17.5,0.3,1.5,0.062,69,105,.657,34,.493,.842
caldejo01,José Calderón,POINT GUARD,32,DALLAS MAVERICKS,81,81,2468,341,748,191,425,52,63,29,163,377,69,11,103,136,22.4,0.4,1.9,-0.7,7.6,0.8,0.084,2.5,1.4,5.4,15.2,1.4,0.568,4.5,0.596,11.7,16.2,2.4,6.3,0.122,49,77,.636,17,.347,.837
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,20,DETROIT PISTONS,80,41,1583,182,460,59,185,47,61,38,118,55,75,12,28,145,5.0,0.6,-2.6,0.5,8.6,0.8,0.133,-3.0,2.5,1.0,9.4,2.4,0.402,5.4,0.483,5.4,13.9,-0.2,1.8,0.055,74,123,.602,50,.676,.966
carrode01,DeMarre Carroll,SMALL FORWARD,27,ATLANTA HAWKS,73,73,2341,302,642,97,268,109,141,107,296,134,108,21,79,188,8.9,0.7,0.7,0.7,14.5,2.6,0.22,-0.1,5.3,3.2,13.9,2.3,0.41700000000000004,10.0,0.575,10.1,15.2,1.6,5.8,0.11900000000000001,149,215,.693,107,.718,.943
cartevi01,Vince Carter,SHOOTING GUARD,37,DALLAS MAVERICKS,81,0,1973,330,811,146,371,161,196,67,217,212,61,35,108,209,16.5,1.5,1.2,-0.5,12.6,1.3,0.242,1.8,4.0,3.0,15.9,1.6,0.457,8.3,0.539,10.7,23.1,1.6,4.3,0.105,82,160,.512,16,.195,.770
cartemi01,Michael Carter-Williams,POINT GUARD,22,PHILADELPHIA 76ERS,70,70,2414,427,1054,55,208,258,367,101,336,441,130,43,247,213,30.2,1.4,-0.5,-0.2,15.6,2.1,0.348,-0.2,4.3,-0.8,15.5,2.6,0.19699999999999998,9.8,0.48,16.9,25.7,0.9,1.3,0.026000000000000002,198,358,.553,65,.328,.655
casspom01,Omri Casspi,POWER FORWARD,25,HOUSTON ROCKETS,71,2,1283,173,410,61,176,83,122,55,205,88,44,14,72,100,10.5,0.8,-0.3,0.0,16.8,1.4,0.298,-0.4,5.1,1.0,12.9,1.7,0.429,11.3,0.528,13.4,18.3,0.5,2.4,0.091,63,91,.692,46,.730,.902
chalmma01,Mario Chalmers,POINT GUARD,27,MIAMI HEAT,73,73,2178,254,560,87,226,121,163,41,173,357,119,16,162,210,24.3,0.6,0.2,0.5,9.6,2.5,0.29100000000000004,-0.3,2.5,2.4,14.0,2.9,0.40399999999999997,6.2,0.5670000000000001,20.4,17.4,1.2,4.8,0.106,143,234,.611,36,.252,.892
chandty01,Tyson Chandler,CENTER,31,NEW YORK KNICKS,55,55,1662,191,322,0,1,98,155,159,370,59,36,63,71,145,5.5,3.4,0.2,-0.1,27.0,1.9,0.48100000000000004,0.3,10.9,3.1,16.4,1.2,0.003,18.7,0.615,15.4,12.9,0.9,4.9,0.14300000000000002,166,241,.689,132,.795,
chandwi01,Wilson Chandler,SMALL FORWARD,26,DENVER NUGGETS,62,55,1927,307,738,122,351,110,152,58,236,114,46,31,79,193,9.3,1.2,-0.8,-0.6,13.3,1.2,0.20600000000000002,-0.1,3.2,1.8,12.4,1.2,0.47600000000000003,8.2,0.526,8.9,19.5,0.6,3.1,0.076,101,157,.643,55,.545,.967
coleno01,Norris Cole,POINT GUARD,25,MIAMI HEAT,82,6,2014,207,500,60,174,53,68,17,143,248,77,5,127,156,17.9,0.2,-3.1,-0.4,8.6,1.7,0.136,-2.8,1.1,-0.5,8.8,2.0,0.348,5.0,0.49700000000000005,19.3,15.6,-0.6,1.2,0.028999999999999998,96,183,.525,29,.302,.987
collida01,Darren Collison,POINT GUARD,26,LOS ANGELES CLIPPERS,80,35,2069,324,694,71,189,192,224,47,141,297,93,15,132,150,21.9,0.6,1.5,0.4,7.3,2.0,0.32299999999999995,1.1,2.6,3.8,16.2,2.2,0.272,5.0,0.575,14.3,19.7,1.8,5.9,0.136,140,220,.636,57,.407,.903
collini01,Nick Collison,POWER FORWARD,33,OKLAHOMA CITY THUNDER,81,0,1353,134,241,4,17,66,93,116,177,104,30,28,71,187,10.9,1.7,-0.9,0.5,14.1,1.6,0.386,-1.3,10.2,2.0,11.8,1.1,0.071,12.2,0.599,20.1,11.6,0.4,3.6,0.128,98,153,.641,66,.673,1.000
conlemi01,Mike Conley,POINT GUARD,26,MEMPHIS GRIZZLIES,73,73,2446,463,1030,105,291,225,276,41,172,441,110,13,150,141,30.1,0.4,3.8,0.3,8.4,2.7,0.268,3.4,2.0,5.5,20.0,2.4,0.28300000000000003,5.2,0.545,11.5,24.6,3.6,8.2,0.161,190,308,.617,51,.268,.676
couside01,DeMarcus Cousins,CENTER,23,SACRAMENTO KINGS,71,71,2298,591,1191,0,7,432,595,218,613,207,109,91,251,270,17.8,3.2,5.2,1.6,30.5,3.8,0.5,3.6,10.6,4.1,26.1,2.4,0.006,20.4,0.555,14.7,32.7,4.2,7.9,0.166,288,428,.673,159,.552,
crawfja01,Jamal Crawford,SHOOTING GUARD,33,LOS ANGELES CLIPPERS,69,24,2094,421,1011,161,446,279,322,34,124,223,59,12,135,120,17.4,0.4,1.6,-1.4,6.4,1.5,0.318,3.0,1.9,3.8,17.3,1.4,0.441,4.2,0.556,10.5,27.2,1.9,5.3,0.122,82,131,.626,43,.524,.739
crawfjo02,Jordan Crawford,POINT GUARD,25,BOSTON CELTICS,39,35,1198,188,455,50,157,110,126,18,102,224,34,3,84,76,31.0,0.2,0.5,-1.0,10.0,0.7,0.27699999999999997,1.5,1.7,1.7,15.7,1.5,0.345,5.7,0.525,14.1,22.0,0.8,2.4,0.096,65,114,.570,17,.262,.587
crowdja01,Jae Crowder,SMALL FORWARD,23,DALLAS MAVERICKS,78,8,1254,130,296,50,151,46,61,46,148,60,59,21,41,100,6.7,1.4,0.2,0.8,13.5,1.1,0.20600000000000002,-0.7,4.3,1.2,11.9,2.4,0.51,8.9,0.551,11.3,13.2,0.7,2.3,0.08900000000000001,57,78,.731,36,.632,.943
cunnida01,Dante Cunningham,POWER FORWARD,26,MINNESOTA TIMBERWOLVES,81,7,1635,236,509,0,5,38,67,112,218,83,62,58,42,146,7.7,2.7,-0.8,0.9,14.9,2.0,0.132,-1.7,7.3,0.9,12.6,1.9,0.01,11.0,0.474,7.2,15.1,0.5,2.9,0.085,81,115,.704,52,.642,
curryst01,Stephen Curry,POINT GUARD,25,GOLDEN STATE WARRIORS,78,78,2846,652,1383,261,615,308,348,46,288,666,128,14,294,194,39.9,0.4,7.4,1.1,10.9,4.0,0.252,6.3,1.8,9.3,24.1,2.2,0.445,6.4,0.61,16.1,28.3,6.7,13.4,0.225,134,214,.626,36,.269,.456
dalemsa01,Samuel Dalembert,CENTER,32,DALLAS MAVERICKS,80,68,1614,214,377,0,1,101,137,200,341,38,41,94,90,210,3.4,4.8,-0.8,0.1,24.2,2.1,0.363,-0.9,14.4,2.9,16.8,1.3,0.003,19.4,0.605,17.1,14.8,0.5,4.9,0.147,177,278,.637,133,.751,
davisan02,Anthony Davis,POWER FORWARD,20,NEW ORLEANS PELICANS,67,66,2358,522,1005,2,9,348,440,207,466,105,89,189,109,200,8.0,6.7,4.8,0.8,23.3,3.2,0.43799999999999994,4.0,10.0,7.2,26.5,2.0,0.009000000000000001,16.6,0.5820000000000001,8.3,25.2,4.0,10.4,0.212,280,398,.704,178,.636,1.000
davisgl01,Glen Davis,POWER FORWARD,28,ORLANDO MAGIC,45,43,1354,232,512,4,10,77,114,87,195,70,46,22,59,111,8.8,1.3,-2.1,-0.4,16.4,1.3,0.223,-1.8,7.2,0.2,13.7,1.7,0.02,11.8,0.485,9.5,20.9,0.0,1.5,0.053,114,183,.623,74,.649,.750
dellama01,Matthew Dellavedova,SHOOTING GUARD,23,CLEVELAND CAVALIERS,72,4,1271,122,296,57,155,38,48,29,94,187,33,5,60,121,22.1,0.3,-1.8,-0.2,8.5,0.7,0.162,-1.6,2.5,1.4,10.7,1.3,0.524,5.4,0.534,15.9,13.2,0.1,2.1,0.078,18,27,.667,7,.389,.930
denglu01,Luol Deng,SMALL FORWARD,28,CLEVELAND CAVALIERS,40,40,1353,211,506,40,127,111,144,59,144,98,38,5,55,58,12.0,0.3,-0.9,-0.8,12.2,0.9,0.285,0.0,4.8,1.3,14.0,1.4,0.251,8.4,0.503,8.8,20.6,0.4,2.2,0.077,147,228,.645,89,.605,.930
derozde01,DeMar DeRozan,SHOOTING GUARD,24,TORONTO RAPTORS,79,79,3017,604,1407,64,210,519,630,51,292,313,86,28,176,197,18.9,0.7,1.7,-0.3,11.3,3.0,0.44799999999999995,1.9,2.0,5.8,18.4,1.5,0.149,6.6,0.532,9.5,28.0,2.8,8.8,0.141,166,234,.709,82,.494,.800
diawbo01,Boris Diaw,POWER FORWARD,31,SAN ANTONIO SPURS,79,24,1974,302,580,45,112,68,92,74,252,222,44,32,121,140,16.3,1.2,1.3,0.9,13.8,2.6,0.159,0.4,4.4,2.3,14.1,1.1,0.193,9.3,0.578,16.3,17.0,1.6,4.9,0.12,164,237,.692,102,.622,1.000
douglch01,Chris Douglas-Roberts,SMALL FORWARD,27,CHARLOTTE BOBCATS,49,8,1016,111,252,51,132,66,82,16,103,51,29,16,36,61,7.9,1.2,-0.5,0.5,11.5,1.2,0.325,-1.1,1.8,1.1,12.2,1.5,0.524,6.6,0.588,11.1,14.7,0.4,2.4,0.113,51,78,.654,29,.569,.964
dragigo01,Goran Dragić,SHOOTING GUARD,27,PHOENIX SUNS,76,75,2668,552,1093,122,299,316,416,69,176,447,104,22,213,206,28.1,0.6,3.9,-0.2,7.4,2.0,0.381,4.1,2.9,8.4,21.4,2.0,0.27399999999999997,5.2,0.604,14.3,24.5,4.0,10.3,0.18600000000000003,266,382,.696,70,.263,.533
drumman01,Andre Drummond,CENTER,20,DETROIT PISTONS,81,81,2619,479,769,0,2,137,328,440,631,35,101,131,110,273,2.2,4.0,1.4,-0.6,27.7,3.5,0.42700000000000005,2.0,17.5,6.4,22.6,2.0,0.003,22.3,0.599,10.7,16.7,2.3,9.9,0.182,427,626,.682,243,.569,
dudleja01,Jared Dudley,SMALL FORWARD,28,LOS ANGELES CLIPPERS,74,43,1729,196,447,81,225,38,58,36,124,104,41,10,56,146,8.6,0.4,-1.5,-0.1,7.7,1.2,0.13,-1.4,2.4,1.2,8.9,1.2,0.503,5.1,0.541,10.6,13.5,0.2,2.4,0.068,29,44,.659,25,.862,1.000
duncati01,Tim Duncan,CENTER,37,SAN ANTONIO SPURS,74,74,2158,444,906,0,5,231,316,158,563,220,43,139,159,134,16.0,4.6,3.3,2.1,28.3,4.6,0.349,1.2,8.6,2.8,21.3,1.0,0.006,18.8,0.535,13.2,25.2,2.9,7.4,0.16399999999999998,273,403,.677,181,.663,
dunlemi02,Mike Dunleavy,SMALL FORWARD,33,CHICAGO BULLS,82,61,2584,333,774,123,324,140,164,46,299,186,64,46,108,163,12.3,1.4,0.8,1.1,13.0,4.1,0.212,-0.3,2.1,2.4,12.6,1.3,0.419,7.6,0.5489999999999999,11.3,17.0,1.8,6.5,0.121,92,149,.617,59,.641,.963
duranke01,Kevin Durant,SMALL FORWARD,25,OKLAHOMA CITY THUNDER,81,81,3122,849,1688,192,491,703,805,58,540,445,103,59,285,174,26.7,1.5,10.2,1.4,18.6,4.4,0.47700000000000004,8.8,2.2,14.8,29.8,1.7,0.29100000000000004,10.8,0.635,12.2,33.0,9.6,19.2,0.295,351,447,.785,177,.504,.609
ellismo01,Monta Ellis,SHOOTING GUARD,28,DALLAS MAVERICKS,82,82,3023,576,1278,69,209,339,430,38,257,471,141,23,264,197,24.8,0.6,-0.3,-0.5,9.8,2.1,0.336,0.3,1.5,2.8,16.8,2.4,0.16399999999999998,5.6,0.532,15.2,26.0,1.3,4.9,0.078,268,444,.604,86,.321,.815
evansje01,Jeremy Evans,SMALL FORWARD,26,UTAH JAZZ,66,4,1209,175,332,0,2,51,75,120,190,44,42,46,40,139,6.1,3.0,-0.9,-0.2,18.7,1.0,0.226,-0.7,11.1,1.9,16.2,1.8,0.006,14.8,0.5489999999999999,9.9,15.3,0.3,2.8,0.11199999999999999,107,152,.704,63,.589,
evansty01,Tyreke Evans,SMALL FORWARD,24,NEW ORLEANS PELICANS,72,22,2028,391,897,21,95,239,310,76,265,363,84,21,175,155,30.4,0.9,0.6,-0.7,15.4,1.3,0.34600000000000003,1.3,4.3,1.8,18.4,2.2,0.106,9.8,0.504,14.5,27.1,1.3,3.1,0.073,276,507,.544,84,.304,.714
