slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,rimFG,rimFGA,rimFG%,rimAst'd,rim%Ast'd,3pt%Ast'd
farieke01,Kenneth Faried,POWER FORWARD,26,DENVER NUGGETS,67,64,1694,349,626,1,2,136,222,235,346,79,32,60,91,169,8.1,2.9,0.3,-1.4,23.0,1.5,0.355,1.7,15.1,4.0,21.0,0.9,0.003,19.0,0.5770000000000001,11.2,21.0,1.0,5.5,0.156,256,404,.634,171,.668,1.000
favorde01,Derrick Favors,POWER FORWARD,24,UTAH JAZZ,62,59,1983,418,811,0,4,180,254,169,334,94,74,91,104,150,8.9,3.9,3.3,1.2,19.6,3.4,0.313,2.1,10.0,3.8,21.6,2.0,0.005,14.8,0.551,10.1,23.9,2.6,7.1,0.17300000000000001,220,308,.714,134,.609,
feltora01,Raymond Felton,POINT GUARD,31,DALLAS MAVERICKS,80,31,2192,277,682,60,213,149,176,36,222,284,68,15,121,141,20.3,0.6,-1.6,0.1,11.1,1.7,0.258,-1.7,1.8,1.0,11.9,1.6,0.312,6.5,0.502,13.7,18.4,0.2,2.7,0.059000000000000004,106,169,.627,28,.264,.750
fournev01,Evan Fournier,SMALL FORWARD,23,ORLANDO MAGIC,79,71,2566,429,929,156,390,199,238,33,192,213,96,2,133,214,12.8,0.1,-0.3,-0.5,8.4,1.7,0.256,0.1,1.4,4.0,14.6,1.9,0.42,4.9,0.5870000000000001,11.4,20.1,1.1,5.7,0.106,177,279,.634,94,.531,.865
foyera01,Randy Foye,SHOOTING GUARD,32,DENVER NUGGETS,54,7,1070,117,333,50,169,39,47,16,89,112,26,16,58,83,15.6,1.2,-3.7,-0.8,9.4,0.4,0.141,-3.0,1.6,-0.5,7.8,1.2,0.508,5.4,0.457,14.1,16.8,-0.5,0.0,-0.002,54,99,.545,14,.259,.711
gallida01,Danilo Gallinari,SMALL FORWARD,27,DENVER NUGGETS,53,53,1839,287,700,87,239,375,432,52,229,135,42,19,77,87,11.8,0.8,2.7,-0.7,14.0,0.9,0.617,3.4,3.1,5.5,19.0,1.1,0.341,8.5,0.5820000000000001,8.0,23.0,2.2,6.3,0.165,112,208,.538,53,.473,.885
gallola01,Langston Galloway,POINT GUARD,24,NEW YORK KNICKS,82,7,2033,231,588,77,224,86,114,43,245,207,77,22,61,177,15.7,0.8,-1.0,0.7,13.0,1.8,0.19399999999999998,-1.7,2.3,1.4,11.7,1.9,0.381,7.7,0.49,8.7,15.6,0.5,3.3,0.077,80,138,.580,35,.438,.844
gasolma01,Marc Gasol,CENTER,31,MEMPHIS GRIZZLIES,52,52,1791,328,707,2,3,203,245,58,304,196,50,70,118,141,18.9,3.6,1.7,0.9,20.2,1.9,0.34700000000000003,0.8,3.5,1.8,17.7,1.4,0.004,11.5,0.528,12.7,23.4,1.7,3.7,0.098,69,116,.595,43,.623,1.000
gasolpa01,Pau Gasol,CENTER,35,CHICAGO BULLS,72,72,2291,467,995,24,69,229,289,155,638,294,42,146,164,148,21.7,4.7,4.9,2.3,28.7,3.9,0.29,2.7,7.3,3.2,21.7,0.9,0.069,18.2,0.529,12.8,24.6,4.0,7.1,0.149,138,244,.566,75,.543,.958
gayru01,Rudy Gay,SMALL FORWARD,29,SACRAMENTO KINGS,70,70,2379,466,1007,74,215,198,254,103,353,120,100,51,139,184,8.0,1.7,-0.3,-0.3,15.9,2.1,0.252,-0.1,4.7,1.8,15.5,2.0,0.214,10.4,0.5379999999999999,11.1,22.4,1.0,3.8,0.078,175,269,.651,116,.663,.824
geeal01,Alonzo Gee,SMALL FORWARD,28,NEW ORLEANS PELICANS,73,38,1632,132,255,17,60,44,66,60,185,72,63,13,55,169,6.2,0.7,-2.6,0.6,13.0,0.9,0.259,-3.2,3.9,1.0,8.4,1.9,0.235,8.3,0.5720000000000001,16.2,9.2,-0.2,1.9,0.055999999999999994,100,143,.699,71,.710,1.000
georgpa01,Paul George,SMALL FORWARD,25,INDIANA PACERS,81,81,2819,605,1449,210,566,454,528,79,484,329,152,29,265,230,20.3,0.8,4.9,1.2,18.7,4.8,0.364,3.7,3.1,4.4,20.9,2.7,0.391,10.9,0.557,13.6,30.4,4.9,9.2,0.157,159,266,.598,69,.434,.715
gibsota01,Taj Gibson,POWER FORWARD,30,CHICAGO BULLS,73,55,1936,263,500,0,3,101,146,206,298,106,47,77,78,180,8.3,2.9,0.0,0.4,15.9,2.2,0.292,-0.4,11.4,3.2,15.7,1.2,0.006,13.7,0.556,12.1,14.6,1.0,5.4,0.133,165,262,.630,99,.600,
ginobma01,Manu Ginóbili,SHOOTING GUARD,38,SAN ANTONIO SPURS,58,0,1134,197,435,70,179,91,112,26,120,177,66,11,99,99,23.6,0.8,3.6,2.2,11.7,2.3,0.257,1.4,2.7,1.5,17.8,3.0,0.41100000000000003,7.3,0.573,17.0,23.6,1.6,3.8,0.16,71,128,.555,44,.620,.911
goberru01,Rudy Gobert,CENTER,23,UTAH JAZZ,61,60,1932,198,354,0,0,161,283,208,460,91,45,135,114,163,7.4,5.9,2.2,2.2,27.7,3.8,0.799,0.0,12.6,2.6,17.5,1.2,0.0,20.2,0.5820000000000001,19.2,14.2,2.0,6.4,0.16,182,284,.641,115,.632,0
goodwar01,Archie Goodwin,POINT GUARD,21,PHOENIX SUNS,57,13,1114,176,422,23,99,130,193,27,115,118,27,13,100,84,17.2,1.0,-3.7,-1.5,11.5,0.5,0.457,-2.1,2.6,-0.4,11.1,1.2,0.235,6.9,0.498,16.5,23.2,-0.5,0.1,0.004,128,222,.577,45,.352,.696
gordoaa01,Aaron Gordon,POWER FORWARD,20,ORLANDO MAGIC,78,37,1863,274,579,42,142,129,193,154,353,128,59,55,66,153,10.3,2.4,1.0,0.1,21.3,2.2,0.33299999999999996,0.9,9.0,3.2,17.0,1.6,0.245,15.1,0.541,9.0,17.3,1.4,5.4,0.139,172,263,.654,93,.541,.976
gordoer01,Eric Gordon,SHOOTING GUARD,27,NEW ORLEANS PELICANS,45,44,1481,231,552,113,294,111,125,10,89,121,43,14,73,98,12.7,0.8,-0.1,-1.0,6.9,0.4,0.226,0.9,0.7,1.7,13.5,1.4,0.5329999999999999,3.7,0.565,10.7,20.3,0.7,2.1,0.069,65,124,.524,32,.492,.850
gortama01,Marcin Gortat,CENTER,31,WASHINGTON WIZARDS,75,74,2256,433,764,0,1,146,207,222,519,106,47,96,121,193,7.5,3.4,0.6,0.1,26.3,3.1,0.271,0.5,10.8,4.2,19.0,1.0,0.001,18.4,0.5920000000000001,12.4,18.9,1.5,7.3,0.156,243,345,.704,202,.831,
grantje01,Jerami Grant,POWER FORWARD,21,PHILADELPHIA 76ERS,77,52,2066,251,599,35,146,212,322,99,262,135,54,127,110,215,10.4,4.7,-1.7,0.4,14.3,1.6,0.5379999999999999,-2.1,5.0,0.5,12.6,1.3,0.244,9.5,0.506,12.9,18.0,0.1,2.1,0.05,182,294,.619,131,.720,1.000
grantje02,Jerian Grant,POINT GUARD,23,NEW YORK KNICKS,76,6,1265,154,391,22,100,96,123,23,120,177,50,10,87,97,21.8,0.6,-3.1,-0.3,10.2,1.0,0.315,-2.8,2.0,-0.2,11.2,2.0,0.256,6.2,0.479,16.3,19.0,-0.3,0.8,0.03,75,144,.521,29,.387,.727
greenda02,Danny Green,SHOOTING GUARD,28,SAN ANTONIO SPURS,79,79,2062,211,561,116,349,34,46,48,255,141,79,64,75,141,9.3,2.4,1.1,2.1,13.6,4.1,0.08199999999999999,-1.0,2.7,0.2,10.5,2.0,0.622,8.4,0.49200000000000005,11.4,14.6,1.6,4.2,0.099,60,101,.594,39,.650,.957
greendr01,Draymond Green,POWER FORWARD,25,GOLDEN STATE WARRIORS,81,81,2808,401,819,100,258,229,329,134,635,598,119,113,259,240,29.0,3.0,5.5,2.9,23.0,5.1,0.402,2.6,5.5,6.0,19.3,2.0,0.315,14.7,0.5870000000000001,21.2,18.8,5.3,11.1,0.19,308,506,.609,189,.614,.964
greenge01,Gerald Green,SHOOTING GUARD,30,MIAMI HEAT,69,14,1557,230,587,84,260,72,92,25,138,56,38,19,46,123,5.6,0.9,-3.1,-0.9,9.7,1.4,0.157,-2.1,1.9,0.3,10.1,1.3,0.44299999999999995,5.9,0.491,6.8,19.8,-0.4,1.7,0.052000000000000005,56,97,.577,24,.429,.932
greenja01,JaMychal Green,POWER FORWARD,25,MEMPHIS GRIZZLIES,78,15,1446,230,495,15,45,103,137,139,234,67,46,33,83,189,7.7,2.1,-2.5,-1.0,19.3,1.4,0.27699999999999997,-1.5,10.5,1.2,14.6,1.6,0.091,14.7,0.52,13.0,19.8,-0.2,2.6,0.086,143,248,.577,83,.580,1.000
greenje02,Jeff Green,SMALL FORWARD,29,MEMPHIS GRIZZLIES,53,31,1544,240,557,42,136,124,155,55,186,98,40,19,69,102,10.5,1.1,-1.4,-1.0,14.4,1.0,0.278,-0.4,3.9,1.2,13.4,1.3,0.244,8.9,0.517,9.9,20.2,0.2,2.2,0.067,163,270,.604,76,.466,.901
griffbl01,Blake Griffin,POWER FORWARD,26,LOS ANGELES CLIPPERS,35,35,1170,301,603,6,18,141,194,51,243,170,28,17,83,95,27.2,1.1,4.5,1.1,22.3,1.6,0.322,3.4,4.8,2.2,22.1,1.2,0.03,13.7,0.544,10.8,29.8,1.9,3.8,0.156,139,193,.720,77,.554,.714
hardeja01,James Harden,SHOOTING GUARD,26,HOUSTON ROCKETS,82,82,3125,710,1617,236,657,720,837,63,438,612,139,51,374,229,35.4,1.4,6.6,0.2,15.6,2.6,0.518,6.4,2.2,10.7,25.3,2.2,0.406,8.8,0.598,15.9,32.5,6.8,13.3,0.204,268,414,.647,71,.265,.514
harklma01,Maurice Harkless,SMALL FORWARD,22,PORTLAND TRAIL BLAZERS,78,14,1457,195,411,39,140,69,111,101,179,67,49,35,62,124,6.9,1.9,-0.5,0.0,13.3,1.3,0.27,-0.5,7.5,1.6,13.3,1.7,0.341,10.4,0.541,11.9,15.6,0.5,2.9,0.096,163,252,.647,98,.601,.944
harride01,Devin Harris,POINT GUARD,32,DALLAS MAVERICKS,64,0,1280,167,374,52,158,101,140,18,120,118,60,13,66,124,14.5,0.8,0.1,1.5,10.3,1.3,0.374,-1.4,1.5,1.2,13.1,2.4,0.42200000000000004,5.9,0.5589999999999999,13.2,17.9,0.7,2.5,0.095,86,131,.656,45,.523,.911
harriga01,Gary Harris,SHOOTING GUARD,21,DENVER NUGGETS,76,76,2439,359,765,105,297,109,133,54,166,147,97,18,98,143,9.5,0.6,-0.9,-0.2,7.7,1.2,0.174,-0.6,2.4,2.8,12.7,2.0,0.38799999999999996,5.0,0.5660000000000001,10.6,16.5,0.7,4.0,0.079,168,274,.613,105,.625,.943
harrito02,Tobias Harris,POWER FORWARD,23,ORLANDO MAGIC,49,49,1610,251,541,47,151,120,153,71,271,99,47,28,78,91,9.3,1.4,0.6,0.1,18.9,1.6,0.28300000000000003,0.5,4.8,1.7,15.0,1.5,0.27899999999999997,11.8,0.55,11.4,18.9,1.0,3.3,0.099,219,347,.631,124,.566,.940
hawessp01,Spencer Hawes,POWER FORWARD,27,CHARLOTTE HORNETS,57,6,1035,124,306,38,102,54,65,51,193,109,22,27,58,111,16.3,2.1,-0.6,1.0,20.6,1.4,0.212,-1.6,5.3,0.6,12.4,1.1,0.33299999999999996,12.9,0.508,14.8,17.1,0.3,1.9,0.09,49,87,.563,29,.592,1.000
haywago01,Gordon Hayward,SMALL FORWARD,25,UTAH JAZZ,80,80,2893,521,1202,143,410,393,477,61,336,296,95,27,202,183,18.2,0.8,2.6,0.2,13.5,3.4,0.397,2.4,2.5,5.5,18.3,1.7,0.341,8.0,0.5589999999999999,12.5,25.7,3.3,8.9,0.147,156,251,.622,76,.487,.797
hendege02,Gerald Henderson,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,72,0,1431,232,529,48,136,112,146,30,181,75,39,19,68,87,8.2,1.0,-1.8,-0.7,13.7,1.0,0.276,-1.1,2.3,1.0,12.9,1.4,0.257,8.0,0.526,10.3,20.2,0.1,2.0,0.068,71,97,.732,45,.634,.945
hezonma01,Mario Hezonja,SMALL FORWARD,20,ORLANDO MAGIC,79,9,1413,181,418,67,192,49,54,28,148,109,39,17,97,124,11.2,1.0,-3.1,-0.7,11.8,1.0,0.129,-2.4,2.2,-0.1,9.4,1.4,0.45899999999999996,6.9,0.541,18.0,16.9,-0.4,0.9,0.028999999999999998,56,85,.659,33,.589,.836
hibbero01,Roy Hibbert,CENTER,29,LOS ANGELES LAKERS,81,81,1878,182,411,0,2,117,145,132,266,95,32,110,76,252,8.0,4.6,-3.2,0.2,15.8,1.0,0.353,-3.5,7.3,1.1,11.2,0.9,0.005,11.4,0.507,13.8,12.9,-0.6,2.2,0.055999999999999994,76,122,.623,39,.513,
hilarne01,Nenê,POWER FORWARD,33,WASHINGTON WIZARDS,57,11,1094,209,384,0,3,107,185,52,207,97,54,26,76,156,14.1,1.9,0.4,1.6,21.6,1.6,0.48200000000000004,-1.3,5.2,1.1,16.8,2.4,0.008,13.2,0.564,14.0,21.6,0.6,2.7,0.12,127,182,.698,82,.646,
hillge01,George Hill,POINT GUARD,29,INDIANA PACERS,74,73,2524,326,739,128,314,114,150,58,240,259,83,17,101,149,15.5,0.5,0.7,0.7,10.3,2.8,0.203,0.1,2.5,3.4,13.2,1.6,0.425,6.5,0.555,11.1,15.8,1.7,6.2,0.11800000000000001,110,177,.621,52,.473,.823
hilljo01,Jordan Hill,CENTER,28,INDIANA PACERS,73,11,1513,278,549,0,1,89,125,156,295,87,36,37,92,155,9.5,2.0,-0.7,0.0,21.2,2.3,0.228,-0.7,11.3,1.6,16.4,1.2,0.002,16.3,0.534,13.2,20.3,0.5,3.9,0.124,120,182,.659,68,.567,
holidjr01,Jrue Holiday,POINT GUARD,25,NEW ORLEANS PELICANS,65,23,1831,410,935,87,259,182,216,27,168,391,88,22,167,148,37.3,1.0,2.1,-0.6,10.5,1.2,0.231,2.7,1.6,2.2,19.7,2.4,0.27699999999999997,5.9,0.529,14.0,28.9,1.9,3.4,0.08900000000000001,156,271,.576,44,.282,.517
hoodro01,Rodney Hood,SHOOTING GUARD,23,UTAH JAZZ,79,79,2541,408,972,161,449,172,200,38,229,213,73,16,125,202,14.4,0.5,0.7,0.0,10.5,2.5,0.20600000000000002,0.7,1.8,3.4,14.1,1.5,0.462,6.1,0.542,10.5,21.5,1.7,6.0,0.11199999999999999,66,108,.611,22,.333,.752
horfoal01,Al Horford,CENTER,29,ATLANTA HAWKS,82,82,2631,529,1048,88,256,103,129,148,448,263,68,121,107,163,16.7,3.6,3.8,1.6,18.2,4.5,0.12300000000000001,2.2,6.3,4.9,19.4,1.3,0.244,12.4,0.565,8.8,20.6,3.9,9.4,0.172,258,347,.744,199,.771,1.000
howardw01,Dwight Howard,CENTER,30,HOUSTON ROCKETS,71,71,2280,372,600,0,6,232,474,238,597,98,69,113,166,219,7.0,4.1,0.1,-0.2,29.1,3.1,0.79,0.3,11.4,3.5,18.9,1.5,0.01,20.2,0.604,17.0,18.4,1.2,6.6,0.138,319,423,.754,230,.721,
ibakase01,Serge Ibaka,POWER FORWARD,26,OKLAHOMA CITY THUNDER,78,78,2500,416,869,60,184,91,121,141,392,66,38,148,108,211,3.9,4.5,-0.6,0.0,16.2,3.0,0.139,-0.6,6.5,2.5,13.9,0.8,0.212,11.6,0.5329999999999999,10.5,17.6,0.8,5.5,0.105,131,189,.693,101,.771,.989
iguodan01,Andre Iguodala,SMALL FORWARD,32,GOLDEN STATE WARRIORS,65,1,1732,176,368,54,154,51,83,52,211,219,73,19,79,102,16.3,0.8,1.1,1.3,12.4,2.1,0.226,-0.2,3.4,2.3,12.2,2.0,0.418,8.2,0.565,16.3,12.1,1.4,4.4,0.122,122,169,.722,79,.648,.937
ilyaser01,Ersan İlyasova,POWER FORWARD,28,DETROIT PISTONS,52,52,1434,216,508,78,215,79,109,99,183,55,38,27,59,120,6.1,1.4,0.5,0.1,14.5,1.5,0.215,0.4,7.3,1.8,14.1,1.3,0.423,10.7,0.53,9.6,18.7,0.9,3.3,0.111,110,193,.570,66,.600,.927
inglejo01,Joe Ingles,SMALL FORWARD,28,UTAH JAZZ,81,2,1241,124,291,81,210,13,18,19,132,96,55,4,65,98,12.1,0.3,0.2,1.6,12.4,1.6,0.062,-1.4,1.8,0.7,10.3,2.3,0.722,7.1,0.5720000000000001,17.9,13.5,0.7,2.3,0.08900000000000001,26,35,.743,12,.462,.901
irvinky01,Kyrie Irving,POINT GUARD,23,CLEVELAND CAVALIERS,53,53,1667,394,879,84,262,169,191,44,113,249,56,18,124,107,26.6,0.9,2.3,-0.8,7.6,1.7,0.217,3.2,3.0,3.2,19.9,1.7,0.298,5.3,0.54,11.4,29.5,1.8,5.0,0.14300000000000002,182,313,.581,40,.220,.578
jackja01,Jarrett Jack,POINT GUARD,32,BROOKLYN NETS,32,32,1027,140,358,31,102,100,112,9,127,236,34,7,94,77,35.0,0.6,-0.7,-0.7,14.1,0.4,0.313,0.0,1.0,0.5,14.5,1.7,0.285,7.4,0.505,18.8,21.7,0.3,0.9,0.043,24,39,.615,4,.167,.548
jacksre01,Reggie Jackson,POINT GUARD,25,DETROIT PISTONS,79,79,2424,540,1244,118,334,291,337,58,195,492,59,11,223,187,36.3,0.3,2.7,-0.6,9.1,1.9,0.271,3.4,2.5,4.9,19.6,1.2,0.268,5.7,0.535,13.8,29.1,2.8,6.9,0.136,213,366,.582,17,.080,.421
jamesle01,LeBron James,SMALL FORWARD,31,CLEVELAND CAVALIERS,76,76,2709,737,1416,87,282,359,491,111,454,514,104,49,249,143,36.0,1.5,9.0,2.0,18.8,4.0,0.34700000000000003,7.0,4.7,9.6,27.5,2.0,0.19899999999999998,11.8,0.588,13.2,31.4,7.5,13.6,0.242,608,842,.722,279,.459,.563
jeffeal01,Al Jefferson,CENTER,31,CHARLOTTE HORNETS,47,18,1096,245,505,0,0,72,111,57,244,70,30,41,34,117,11.8,3.0,-0.5,0.4,24.6,1.8,0.22,-0.9,5.6,1.0,18.2,1.4,0.0,15.0,0.507,5.8,24.2,0.4,2.8,0.12300000000000001,109,166,.657,72,.661,0
jefferi01,Richard Jefferson,SMALL FORWARD,35,CLEVELAND CAVALIERS,74,5,1326,143,312,66,173,58,87,15,113,59,33,14,43,129,6.4,0.9,-1.2,0.5,9.6,1.3,0.27899999999999997,-1.6,1.3,1.4,9.7,1.3,0.5539999999999999,5.5,0.585,10.9,13.4,0.3,2.7,0.099,81,111,.730,61,.753,.961
jerebjo01,Jonas Jerebko,POWER FORWARD,28,BOSTON CELTICS,78,0,1176,118,286,43,108,61,78,77,211,62,20,24,52,137,7.4,1.6,-2.0,0.0,19.4,1.5,0.273,-2.0,6.8,0.9,10.3,0.8,0.37799999999999995,13.0,0.531,14.0,13.5,0.0,2.4,0.09699999999999999,62,114,.544,45,.726,1.000
johnsam01,Amir Johnson,POWER FORWARD,28,BOSTON CELTICS,79,76,1800,249,426,10,43,69,121,178,327,138,52,83,94,214,11.4,3.6,1.2,1.6,19.6,2.9,0.284,-0.4,10.3,3.0,16.0,1.4,0.10099999999999999,14.9,0.602,16.4,13.6,1.4,5.9,0.158,183,257,.712,125,.683,1.000
johnsjo02,Joe Johnson,SMALL FORWARD,34,BROOKLYN NETS,57,57,1934,247,608,85,229,92,108,34,190,232,40,2,116,100,18.0,0.1,-2.6,-1.4,11.2,0.2,0.17800000000000002,-1.2,1.9,0.6,10.7,1.0,0.377,6.5,0.512,15.0,17.8,-0.3,0.7,0.018000000000000002,47,80,.588,17,.362,.887
johnsst04,Stanley Johnson,SMALL FORWARD,19,DETROIT PISTONS,73,6,1687,225,600,63,205,80,102,58,248,118,55,12,114,178,10.8,0.5,-3.3,0.2,16.7,1.9,0.17,-3.5,3.6,-1.3,8.7,1.6,0.342,9.9,0.46,15.0,19.6,-0.5,0.6,0.018000000000000002,88,155,.568,32,.364,.899
johnswe01,Wesley Johnson,SMALL FORWARD,28,LOS ANGELES CLIPPERS,80,9,1666,208,515,103,309,30,46,37,211,49,89,56,54,173,4.4,2.6,-0.2,1.5,13.6,2.7,0.08900000000000001,-1.7,2.5,0.0,11.0,2.7,0.6,8.1,0.513,9.2,16.0,0.8,2.6,0.076,52,73,.712,45,.865,.981
jokicni01,Nikola Jokić,CENTER,20,DENVER NUGGETS,80,55,1733,307,600,28,84,154,190,181,379,189,79,50,104,208,18.1,2.3,3.9,1.3,24.7,2.2,0.317,2.6,11.4,4.5,21.5,2.3,0.14,17.9,0.5820000000000001,13.2,19.9,2.6,6.7,0.185,156,251,.622,88,.564,.929
joneste01,Terrence Jones,POWER FORWARD,24,HOUSTON ROCKETS,50,11,1044,166,367,25,79,77,116,62,149,41,23,39,49,86,6.3,3.1,-2.1,-1.2,15.9,0.7,0.316,-0.9,6.5,0.8,13.5,1.1,0.215,11.1,0.519,10.5,19.3,0.0,1.5,0.068,104,163,.638,73,.702,.920
jordade01,DeAndre Jordan,CENTER,27,LOS ANGELES CLIPPERS,77,77,2598,357,508,0,1,266,619,267,792,90,51,177,107,207,5.3,5.4,2.8,1.3,32.7,5.5,1.219,1.5,11.4,6.0,20.6,1.0,0.002,22.2,0.628,12.1,15.4,3.2,11.5,0.213,347,453,.766,269,.775,
josepco01,Cory Joseph,SHOOTING GUARD,24,TORONTO RAPTORS,80,4,2046,257,585,30,110,133,174,39,171,250,63,20,102,131,19.3,0.8,-1.2,-0.1,9.4,1.7,0.297,-1.1,2.2,1.8,12.4,1.6,0.188,5.9,0.512,13.4,17.0,0.4,3.5,0.08199999999999999,137,217,.631,34,.248,.921
kaminfr01,Frank Kaminsky,CENTER,22,CHARLOTTE HORNETS,81,3,1708,215,525,68,202,108,148,69,266,98,38,43,58,126,9.0,2.0,-0.8,0.2,17.2,2.1,0.282,-1.0,4.4,1.2,12.5,1.1,0.385,10.7,0.513,8.9,17.1,0.5,3.3,0.09300000000000001,95,185,.514,56,.589,.986
kanteen01,Enes Kanter,CENTER,23,OKLAHOMA CITY THUNDER,82,1,1721,414,719,10,21,200,251,249,415,33,26,33,115,166,3.1,1.5,1.2,-2.1,24.9,2.1,0.349,3.3,16.7,6.0,24.0,0.7,0.028999999999999998,21.0,0.626,12.2,23.4,1.4,8.1,0.226,334,506,.660,184,.551,1.000
knighbr03,Brandon Knight,SHOOTING GUARD,24,PHOENIX SUNS,52,50,1870,371,895,120,351,156,183,36,166,263,61,20,177,124,24.4,0.9,-0.6,-1.5,9.9,0.9,0.204,0.9,2.0,0.7,14.7,1.6,0.392,5.9,0.522,15.4,26.2,0.6,1.7,0.043,111,178,.624,38,.342,.608
korveky01,Kyle Korver,SHOOTING GUARD,34,ATLANTA HAWKS,80,80,2401,268,616,158,397,45,54,14,246,164,60,35,98,161,9.9,1.1,-1.0,0.6,10.9,2.9,0.08800000000000001,-1.5,0.7,1.2,9.7,1.2,0.644,5.9,0.578,13.3,13.7,0.6,4.1,0.08199999999999999,29,44,.659,29,1.000,.978
koufoko01,Kosta Koufos,CENTER,26,SACRAMENTO KINGS,78,14,1482,236,444,0,0,57,104,169,254,33,40,70,48,185,3.3,3.8,-2.0,-0.6,18.4,1.4,0.23399999999999999,-1.3,12.4,2.1,15.1,1.3,0.0,15.4,0.54,8.9,15.4,0.0,3.5,0.113,116,167,.695,77,.664,0
lambje01,Jeremy Lamb,SHOOTING GUARD,23,CHARLOTTE HORNETS,66,0,1227,230,510,56,181,64,88,44,208,77,42,30,50,105,10.9,2.0,0.8,0.7,18.7,1.8,0.17300000000000001,0.1,3.9,1.0,15.9,1.7,0.355,11.2,0.529,8.4,22.0,0.9,2.7,0.107,95,151,.629,43,.453,.789
larkish01,Shane Larkin,POINT GUARD,23,BROOKLYN NETS,78,17,1751,222,502,39,108,83,107,28,152,342,95,12,146,121,29.3,0.6,-2.0,-0.4,9.9,1.0,0.213,-1.6,1.8,0.5,13.3,2.7,0.215,5.8,0.515,21.0,17.7,0.0,1.4,0.039,96,161,.596,37,.385,.590
lauvejo01,Joffrey Lauvergne,CENTER,24,DENVER NUGGETS,59,15,1041,195,380,13,53,62,69,77,213,56,13,15,54,115,9.1,1.2,-1.6,-1.3,23.1,0.7,0.182,-0.3,8.1,1.6,15.7,0.6,0.139,15.4,0.5670000000000001,11.6,19.5,0.1,2.3,0.105,99,154,.643,67,.677,.923
lavinza01,Zach LaVine,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,82,33,2294,433,959,123,316,161,203,27,201,251,69,17,155,193,18.6,0.6,-1.5,-1.6,10.1,0.7,0.212,0.2,1.4,1.9,14.3,1.5,0.33,5.8,0.5479999999999999,12.9,23.5,0.3,2.6,0.054000000000000006,180,266,.677,84,.467,.732
lawsoty01,Ty Lawson,POINT GUARD,28,HOUSTON ROCKETS,53,12,1176,111,287,31,94,56,80,20,69,180,43,6,82,71,22.3,0.4,-4.1,-1.5,6.5,0.4,0.27899999999999997,-2.6,1.9,0.0,8.9,1.8,0.32799999999999996,4.2,0.48,20.3,14.8,-0.6,0.4,0.017,50,91,.549,12,.240,.806
leeco01,Courtney Lee,SHOOTING GUARD,30,MEMPHIS GRIZZLIES,51,37,1489,192,419,51,138,76,92,19,99,76,52,16,49,79,8.1,1.0,-0.9,-0.1,7.9,0.8,0.22,-0.9,1.4,1.5,11.7,1.8,0.32899999999999996,4.5,0.556,9.6,15.3,0.4,2.2,0.07200000000000001,79,136,.581,50,.633,.988
lenal01,Alex Len,CENTER,22,PHOENIX SUNS,78,46,1821,264,624,1,7,174,239,178,416,97,38,62,145,230,8.5,2.8,-4.3,-0.8,25.4,1.8,0.38299999999999995,-3.5,10.4,-0.5,12.4,1.0,0.011000000000000001,17.7,0.48200000000000004,16.6,20.4,-1.0,1.3,0.035,158,276,.572,97,.614,1.000
leonaka01,Kawhi Leonard,SMALL FORWARD,24,SAN ANTONIO SPURS,72,72,2380,551,1090,129,291,292,334,95,398,186,128,71,105,133,13.0,2.3,9.1,3.0,18.4,5.5,0.306,6.1,4.7,8.3,26.0,2.8,0.267,11.8,0.616,7.8,25.8,6.7,13.7,0.27699999999999997,201,274,.734,111,.552,.870
leoname01,Meyers Leonard,POWER FORWARD,23,PORTLAND TRAIL BLAZERS,61,10,1333,195,435,86,228,35,46,51,263,92,8,18,77,183,10.6,1.1,-1.7,-0.6,21.4,1.0,0.106,-1.1,4.1,1.2,11.3,0.3,0.524,12.8,0.561,14.5,17.4,0.1,2.2,0.078,24,45,.533,17,.708,1.000
leuerjo01,Jon Leuer,POWER FORWARD,26,PHOENIX SUNS,67,27,1255,224,466,42,110,77,101,76,297,72,38,30,75,125,9.6,2.0,0.0,0.0,26.3,1.3,0.217,0.1,6.4,1.4,16.2,1.5,0.23600000000000002,16.1,0.555,12.8,19.8,0.6,2.7,0.10300000000000001,103,142,.725,59,.573,1.000
lillada01,Damian Lillard,POINT GUARD,25,PORTLAND TRAIL BLAZERS,75,75,2676,618,1474,229,610,414,464,45,257,512,65,28,242,165,33.6,0.8,4.4,-1.3,10.4,1.4,0.315,5.7,1.8,7.7,22.2,1.2,0.414,6.1,0.56,12.6,31.3,4.3,9.2,0.165,236,447,.528,52,.220,.458
