slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,height,weight,per game FG,per game FGA,per game 3P,per game 3PA,per game 2P,per game 2PA,per game FT,per game FTA,per game ORB,per game DRB,per game TRB,per game AST,per game STL,per game BLK,per game TOV,per game PF,per game PTS,At Rim FG,At Rim FGA,At Rim FG%,At Rim Ast'd,At Rim %Ast'd,3 to <10 ft FG,3 to <10 ft FGA,3 to <10 ft FG%,3 to <10 ft Ast'd,3 to <10 ft %Ast'd,10 to <16 ft FG,10 to <16 ft FGA,10 to <16 ft FG%,10 to <16 ft Ast'd,10 to <16 ft %Ast'd,16 ft to <3-pt FG,16 ft to <3-pt FGA,16 ft to <3-pt FG%,16 ft to <3-pt Ast'd,16 ft to <3-pt %Ast'd,3-pt FG,3-pt FGA,3-pt FG%,3-pt Ast'd,3-pt %Ast'd
anderju01,Justin Anderson,SMALL FORWARD,23,DALLAS MAVERICKS,51,2,710,111,277,37,122,70,88,39,110,32,28,16,40,64,7.6,2.0,-1.0,0.0,18.9,0.9,0.318,-1.0,6.1,0.1,14.7,2.1,0.44,12.2,0.521,11.2,23.6,0.2,1.0,0.067,78,230,2.2,5.4,0.7,2.4,1.5,3.0,1.4,1.7,0.8,2.2,2.9,0.6,0.5,0.3,0.8,1.3,6.5,99,140,.707,61,.616,19,56,.339,4,.211,7,25,.280,2,.286,3,22,.136,2,.667,58,193,.301,55,.948
anderky01,Kyle Anderson,SMALL FORWARD,23,SAN ANTONIO SPURS,72,14,1020,93,209,15,40,45,57,33,175,91,51,26,39,63,12.4,2.1,1.8,3.2,19.0,2.0,0.273,-1.4,3.7,0.7,12.5,2.5,0.191,11.5,0.525,14.3,12.1,1.0,2.7,0.127,81,230,1.3,2.9,0.2,0.6,1.1,2.3,0.6,0.8,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,63,96,.656,35,.556,27,57,.474,11,.407,11,30,.367,7,.636,10,38,.263,8,.800,18,50,.360,17,.944
anderry01,Ryan Anderson,POWER FORWARD,28,HOUSTON ROCKETS,72,72,2116,323,773,204,506,129,150,112,218,68,31,14,55,142,4.7,0.5,-0.4,-2.0,11.2,1.1,0.19399999999999998,1.7,5.8,4.0,13.5,0.7,0.655,8.5,0.583,6.2,17.9,0.9,5.2,0.11699999999999999,81,240,4.5,10.7,2.8,7.0,1.7,3.7,1.8,2.1,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,75,131,.573,25,.333,22,60,.367,8,.364,17,33,.515,12,.706,25,75,.333,9,.360,221,567,.390,215,.973
antetgi01,Giannis Antetokounmpo,SMALL FORWARD,22,MILWAUKEE BUCKS,80,80,2845,656,1259,49,180,471,612,142,558,434,131,151,234,246,26.6,4.7,7.3,2.4,22.6,4.5,0.486,4.9,5.9,7.9,26.1,2.3,0.14300000000000002,14.3,0.599,13.3,28.3,6.7,12.4,0.21,83,242,8.2,15.7,0.6,2.3,7.6,13.5,5.9,7.7,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,482,687,.702,249,.517,81,206,.393,15,.185,29,85,.341,0,.000,71,202,.351,17,.239,53,190,.279,38,.717
anthoca01,Carmelo Anthony,SMALL FORWARD,32,NEW YORK KNICKS,74,74,2538,602,1389,151,421,304,365,62,376,213,60,34,153,198,14.5,1.1,0.7,-1.6,16.0,1.5,0.263,2.3,2.6,3.2,17.9,1.2,0.303,9.3,0.535,9.0,29.1,1.7,4.7,0.08900000000000001,80,240,8.1,18.8,2.0,5.7,6.1,13.1,4.1,4.9,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,98,175,.560,43,.439,44,106,.415,5,.114,129,294,.439,36,.279,180,394,.457,57,.317,151,420,.360,115,.762
arizatr01,Trevor Ariza,SMALL FORWARD,31,HOUSTON ROCKETS,80,80,2773,326,798,191,555,93,126,54,404,175,147,20,73,133,8.8,0.6,1.0,1.1,15.9,3.2,0.158,-0.1,2.1,2.8,12.4,2.5,0.695,9.0,0.5479999999999999,7.9,14.1,2.1,6.0,0.10400000000000001,80,215,4.1,10.0,2.4,6.9,1.7,3.0,1.2,1.6,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,125,194,.644,79,.632,18,50,.360,14,.778,4,10,.400,3,.750,7,25,.280,0,.000,213,614,.347,203,.953
arthuda01,Darrell Arthur,POWER FORWARD,28,DENVER NUGGETS,41,7,639,95,215,53,117,19,22,25,87,42,19,21,36,76,9.3,2.5,-0.1,-0.2,14.9,0.4,0.102,0.1,4.4,0.6,12.8,1.5,0.544,9.7,0.583,13.8,17.3,0.3,1.1,0.081,81,235,2.3,5.2,1.3,2.9,1.0,2.4,0.5,0.5,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4,18,30,.600,13,.722,0,7,.000,0,,8,17,.471,6,.750,16,44,.364,14,.875,53,117,.453,52,.981
augusdj01,D.J. Augustin,POINT GUARD,29,ORLANDO MAGIC,78,20,1538,195,517,95,274,131,161,15,102,209,31,1,90,101,20.4,0.1,-3.0,-1.8,7.4,0.5,0.311,-1.2,1.0,0.7,11.0,1.0,0.53,4.1,0.524,13.3,19.4,-0.4,1.2,0.038,71,183,2.5,6.6,1.2,3.5,1.3,3.1,1.7,2.1,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9,40,83,.482,12,.300,18,51,.353,4,.222,11,31,.355,1,.091,30,78,.385,3,.100,96,274,.350,70,.729
babbilu01,Luke Babbitt,SMALL FORWARD,27,MIAMI HEAT,68,55,1065,113,281,87,210,11,15,12,129,36,20,11,25,118,4.8,0.8,-2.0,-0.1,13.5,1.0,0.053,-2.0,1.2,0.8,8.3,0.9,0.747,7.3,0.563,8.0,13.0,0.0,1.8,0.081,81,225,1.7,4.1,1.3,3.1,0.4,1.0,0.2,0.2,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,2,12,.167,0,.000,2,9,.222,0,.000,12,28,.429,8,.667,10,22,.455,8,.800,87,210,.414,84,.966
bakerro01,Ron Baker,SHOOTING GUARD,23,NEW YORK KNICKS,52,13,857,82,217,23,86,28,43,12,86,107,34,8,56,74,17.3,0.8,-4.7,-0.3,10.8,0.5,0.198,-4.5,1.5,-0.6,7.5,2.0,0.396,6.2,0.456,19.2,14.8,-0.6,-0.1,-0.008,76,220,1.6,4.2,0.4,1.7,1.1,2.5,0.5,0.8,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,41,75,.547,15,.366,3,23,.130,2,.667,3,9,.333,2,.667,12,25,.480,3,.250,23,85,.271,20,.870
barbole01,Leandro Barbosa,SHOOTING GUARD,34,PHOENIX SUNS,67,0,963,172,392,35,98,40,45,15,89,81,31,8,48,82,13.0,0.7,-2.5,-0.9,10.3,0.4,0.115,-1.7,1.6,0.3,11.5,1.5,0.25,5.9,0.509,10.4,20.0,-0.1,0.6,0.031,75,194,2.6,5.9,0.5,1.5,2.0,4.4,0.6,0.7,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,75,126,.595,28,.373,15,47,.319,2,.133,12,32,.375,1,.083,35,90,.389,13,.371,35,98,.357,29,.829
bareajo01,J.J. Barea,POINT GUARD,32,DALLAS MAVERICKS,35,6,771,142,343,53,148,44,51,9,75,193,14,1,63,30,44.2,0.1,1.5,-1.5,11.9,0.5,0.149,3.0,1.3,0.8,17.2,0.9,0.431,6.3,0.521,14.7,26.2,0.7,1.3,0.08,70,185,4.1,9.8,1.5,4.2,2.5,5.6,1.3,1.5,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,27,50,.540,9,.333,24,58,.414,3,.125,19,43,.442,1,.053,19,44,.432,3,.158,53,148,.358,21,.396
barneha02,Harrison Barnes,POWER FORWARD,24,DALLAS MAVERICKS,79,79,2803,599,1280,78,222,242,281,93,301,116,65,15,102,128,7.7,0.5,-0.8,-1.2,13.1,2.1,0.22,0.4,3.7,2.5,16.3,1.2,0.17300000000000001,8.2,0.541,6.8,25.3,0.8,4.6,0.078,80,225,7.6,16.2,1.0,2.8,6.6,13.4,3.1,3.6,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,159,234,.679,84,.528,116,238,.487,31,.267,113,251,.450,30,.265,135,339,.398,83,.615,76,218,.349,72,.947
barnema02,Matt Barnes,SMALL FORWARD,36,SACRAMENTO KINGS,54,13,1367,147,383,69,211,50,66,55,238,150,36,17,83,138,16.3,1.1,-1.6,-0.1,19.9,1.0,0.172,-1.6,4.7,-0.1,10.2,1.3,0.551,12.4,0.501,16.8,16.4,0.1,1.0,0.034,79,226,2.7,7.1,1.3,3.9,1.4,3.2,0.9,1.2,1.0,4.4,5.4,2.8,0.7,0.3,1.5,2.6,7.6,62,108,.574,46,.742,22,55,.400,17,.773,2,15,.133,0,.000,15,40,.375,12,.800,88,271,.325,79,.898
bartowi01,Will Barton,SHOOTING GUARD,26,DENVER NUGGETS,60,19,1705,295,666,87,235,143,190,58,201,206,48,28,97,110,17.7,1.3,0.2,-1.0,12.9,0.8,0.285,1.2,3.8,2.5,15.5,1.4,0.353,8.4,0.547,11.5,21.1,1.0,3.3,0.09300000000000001,77,175,4.9,11.1,1.5,3.9,3.5,7.2,2.4,3.2,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,117,202,.579,48,.410,44,116,.379,13,.295,29,63,.460,6,.207,18,51,.353,5,.278,87,235,.370,63,.724
bassbr01,Brandon Bass,POWER FORWARD,31,LOS ANGELES CLIPPERS,52,0,577,107,186,1,3,77,88,43,86,21,14,11,29,45,5.7,1.6,0.4,-0.8,16.2,0.6,0.473,1.2,8.6,1.6,19.7,1.2,0.016,12.5,0.65,11.4,19.7,0.4,2.2,0.18600000000000003,80,250,2.1,3.6,0.0,0.1,2.0,3.5,1.5,1.7,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6,69,101,.683,47,.681,11,22,.500,8,.727,21,45,.467,12,.571,6,18,.333,5,.833,1,3,.333,1,1.000
batumni01,Nicolas Batum,SHOOTING GUARD,28,CHARLOTTE HORNETS,77,77,2617,393,975,135,405,243,284,46,435,456,86,29,194,109,27.7,1.0,0.8,0.2,18.4,2.8,0.29100000000000004,0.6,1.9,1.7,15.8,1.6,0.415,10.1,0.529,15.0,22.3,1.9,4.6,0.084,81,200,5.1,12.7,1.8,5.3,3.4,7.4,3.2,3.7,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,73,114,.640,38,.521,38,98,.388,11,.289,77,178,.433,32,.416,70,180,.389,37,.529,135,405,.333,117,.867
baynear01,Aron Baynes,CENTER,30,DETROIT PISTONS,75,2,1163,143,279,0,0,79,94,111,222,32,17,39,50,166,3.9,2.8,-2.7,0.5,21.6,1.5,0.337,-3.2,10.0,1.4,13.1,0.7,0.0,15.6,0.57,13.5,14.1,-0.2,3.0,0.12300000000000001,82,260,1.9,3.7,0.0,0.0,1.9,3.7,1.1,1.3,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,81,143,.566,50,.617,30,70,.429,23,.767,20,38,.526,20,1.000,12,28,.429,12,1.000,,,,,
bazemke01,Kent Bazemore,SMALL FORWARD,27,ATLANTA HAWKS,73,64,1963,295,721,92,266,119,168,45,186,177,91,52,125,165,14.2,2.3,-1.0,1.1,10.3,2.8,0.233,-2.1,2.6,-0.6,11.5,2.3,0.369,6.5,0.504,13.6,20.5,0.5,2.1,0.052000000000000005,76,195,4.0,9.9,1.3,3.6,2.8,6.2,1.6,2.3,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,119,210,.567,72,.605,18,80,.225,8,.444,15,47,.319,6,.400,65,148,.439,28,.431,99,291,.340,82,.828
bealbr01,Bradley Beal,SHOOTING GUARD,23,WASHINGTON WIZARDS,77,77,2684,637,1322,223,552,282,342,53,187,267,83,21,156,169,16.2,0.7,3.3,-1.0,7.8,1.6,0.259,4.2,2.2,6.9,20.1,1.5,0.418,5.0,0.604,9.6,26.5,3.5,8.5,0.152,75,207,8.3,17.2,2.9,7.2,5.4,10.0,3.7,4.4,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1,232,369,.629,114,.491,74,163,.454,35,.473,76,147,.517,40,.526,125,248,.504,60,.480,252,654,.385,199,.790
beaslmi01,Michael Beasley,POWER FORWARD,28,MILWAUKEE BUCKS,56,6,935,216,406,18,43,78,105,40,153,53,27,27,66,92,9.9,2.5,-0.8,-0.8,18.9,1.0,0.259,0.0,5.0,0.8,17.8,1.5,0.106,12.0,0.584,12.7,25.3,0.3,1.8,0.092,81,235,3.9,7.3,0.3,0.8,3.5,6.5,1.4,1.9,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,86,127,.677,43,.500,51,106,.481,25,.490,33,72,.458,23,.697,33,73,.452,21,.636,20,47,.426,20,1.000
belinma01,Marco Belinelli,SHOOTING GUARD,30,CHARLOTTE HORNETS,74,0,1778,264,615,102,283,150,168,14,164,147,44,9,70,90,13.1,0.4,-1.1,-0.5,10.2,1.2,0.273,-0.6,0.9,2.0,13.3,1.2,0.46,5.5,0.5660000000000001,9.2,19.2,0.4,3.2,0.087,77,210,3.6,8.3,1.4,3.8,2.2,4.5,2.0,2.3,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,53,78,.679,40,.755,11,32,.344,7,.636,15,32,.469,8,.533,81,188,.431,53,.654,104,285,.365,89,.856
bendedr01,Dragan Bender,POWER FORWARD,19,PHOENIX SUNS,43,0,574,57,161,28,101,4,11,23,80,23,10,22,32,74,5.5,3.1,-5.1,-0.7,15.6,0.3,0.068,-4.3,4.2,-0.7,5.3,0.8,0.627,9.7,0.44,16.2,14.4,-0.4,-0.3,-0.028999999999999998,84,225,1.3,3.7,0.7,2.3,0.7,1.4,0.1,0.3,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,19,33,.576,11,.579,5,10,.500,2,.400,2,3,.667,0,.000,3,14,.214,3,1.000,28,101,.277,28,1.000
bertada01,Dāvis Bertāns,POWER FORWARD,24,SAN ANTONIO SPURS,67,6,808,103,234,69,173,28,34,22,76,46,20,28,32,75,8.3,2.8,1.3,0.8,10.4,1.2,0.145,0.5,3.2,1.1,12.9,1.3,0.7390000000000001,6.9,0.609,11.4,15.7,0.7,2.3,0.135,82,225,1.5,3.5,1.0,2.6,0.5,0.9,0.4,0.5,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,29,40,.725,22,.759,2,7,.286,1,.500,1,7,.143,1,1.000,6,14,.429,5,.833,77,193,.399,74,.961
beverpa01,Patrick Beverley,SHOOTING GUARD,28,HOUSTON ROCKETS,67,67,2058,228,543,110,288,73,95,95,298,281,99,25,100,222,18.8,1.0,1.1,1.4,15.8,2.4,0.175,-0.2,5.0,2.9,13.0,2.3,0.53,10.4,0.546,14.6,14.1,1.6,5.3,0.12300000000000001,73,185,3.4,8.1,1.6,4.3,1.8,3.8,1.1,1.4,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,73,135,.541,21,.288,50,123,.407,11,.220,14,34,.412,5,.357,5,21,.238,3,.600,131,339,.386,112,.855
biyombi01,Bismack Biyombo,CENTER,24,ORLANDO MAGIC,81,27,1793,179,339,0,0,125,234,157,410,74,25,91,95,202,6.0,4.1,-3.2,0.2,25.6,2.1,0.69,-3.4,9.3,0.8,12.2,0.7,0.0,17.2,0.546,17.7,13.2,-0.6,2.9,0.077,80,255,2.2,4.2,0.0,0.0,2.2,4.2,1.5,2.9,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,133,196,.679,111,.835,36,109,.330,27,.750,9,26,.346,8,.889,1,10,.100,0,.000,,,,,
bjeline01,Nemanja Bjelica,POWER FORWARD,28,MINNESOTA TIMBERWOLVES,65,1,1190,151,356,56,177,45,61,57,187,79,40,20,59,154,9.6,1.4,-1.6,0.2,18.6,0.9,0.171,-1.8,5.5,0.6,11.0,1.7,0.49700000000000005,12.0,0.526,13.4,16.4,0.1,1.5,0.059000000000000004,82,235,2.3,5.5,0.9,2.7,1.5,2.8,0.7,0.9,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,60,96,.625,35,.583,28,63,.444,11,.393,3,11,.273,0,.000,4,10,.400,4,1.000,56,177,.316,54,.964
blackta01,Tarik Black,CENTER,25,LOS ANGELES LAKERS,67,16,1091,150,294,1,2,82,109,144,199,39,29,44,58,173,5.3,3.3,-3.2,-0.9,20.7,0.8,0.371,-2.3,13.9,1.5,15.0,1.3,0.006999999999999999,17.2,0.56,14.5,15.7,-0.3,2.4,0.105,81,250,2.2,4.4,0.0,0.0,2.2,4.4,1.2,1.6,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,122,196,.622,85,.697,22,77,.286,14,.636,4,11,.364,2,.500,1,7,.143,1,1.000,1,2,.500,0,.000
bledser01,Eric Bledsoe,POINT GUARD,27,PHOENIX SUNS,66,66,2176,449,1034,104,310,388,458,52,268,418,91,31,224,164,31.1,1.2,3.6,-0.1,13.8,1.4,0.44299999999999995,3.7,2.5,4.0,20.5,2.0,0.3,8.0,0.563,15.3,28.1,3.1,5.3,0.11800000000000001,73,205,6.8,15.7,1.6,4.7,5.2,11.0,5.9,6.9,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,174,287,.606,26,.149,68,148,.459,5,.074,42,109,.385,2,.048,61,184,.332,7,.115,104,309,.337,53,.510
bogdabo02,Bojan Bogdanović,SMALL FORWARD,27,BROOKLYN NETS,55,54,1482,269,611,99,277,146,167,23,174,90,24,3,93,99,10.1,0.2,-2.6,-2.1,12.3,0.6,0.273,-0.5,1.7,1.0,13.0,0.8,0.45299999999999996,7.0,0.5720000000000001,12.0,22.5,-0.2,1.6,0.052000000000000005,80,216,4.9,11.1,1.8,5.0,3.1,6.1,2.7,3.0,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2,165,265,.623,88,.533,35,92,.380,17,.486,24,72,.333,14,.583,28,66,.424,14,.500,160,437,.366,147,.919
bogutan01,Andrew Bogut,CENTER,32,DALLAS MAVERICKS,26,21,582,38,81,0,1,3,11,56,162,49,13,25,43,84,12.3,3.9,-2.5,2.6,34.0,1.0,0.136,-5.1,10.7,-0.3,9.4,1.2,0.012,21.7,0.46,33.4,10.4,-0.1,0.7,0.055,84,260,1.5,3.1,0.0,0.0,1.5,3.1,0.1,0.4,2.2,6.2,8.4,1.9,0.5,1.0,1.7,3.2,3.0,21,37,.568,9,.429,16,38,.421,11,.688,1,5,.200,0,.000,,,,,,0,1,.000,0,
bookede01,Devin Booker,SHOOTING GUARD,20,PHOENIX SUNS,78,78,2730,606,1431,147,405,367,441,46,203,268,72,21,241,242,16.3,0.6,-1.9,-2.3,8.3,0.6,0.308,0.3,1.8,1.3,14.6,1.3,0.28300000000000003,5.0,0.531,12.9,28.6,0.1,2.0,0.035,77,210,7.8,18.3,1.9,5.2,5.9,13.2,4.7,5.7,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,166,288,.576,74,.446,83,186,.446,16,.193,85,223,.381,23,.271,125,328,.381,40,.320,147,405,.363,112,.762
booketr01,Trevor Booker,POWER FORWARD,29,BROOKLYN NETS,71,43,1754,305,591,25,78,74,110,143,428,138,75,28,127,152,12.9,1.2,-0.6,0.3,25.5,2.2,0.18600000000000003,-0.9,8.7,1.0,15.7,2.0,0.132,17.2,0.5539999999999999,16.6,18.7,0.6,3.1,0.086,80,228,4.3,8.3,0.4,1.1,3.9,7.2,1.0,1.5,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,175,265,.660,95,.543,79,167,.473,19,.241,11,33,.333,4,.364,15,47,.319,8,.533,25,78,.321,21,.840
